sentence,labels,object labels
the surgeons in front of the skaters,1,1
the senators near the skaters,1,1
the customers near the dancers,1,1
the consultants across from the parents,1,1
the teachers in front of the executives,1,1
the senators in front of the taxi drivers,1,1
the movies from the executives,1,1
the poems by the dancers,1,1
the shows from the guards,1,1
the managers across from the architects,1,1
the authors in front of the taxi drivers,1,1
the surgeons near the architects,1,1
the customers next to the parents,1,1
the officers to the side of the executives,1,1
the teachers next to the parents,1,1
the consultants near the taxi drivers,1,1
the consultants across from the guards,1,1
the authors across from the chefs,1,1
the officers in front of the dancers,1,1
the pilots in front of the assistants,1,1
the senators in front of the assistants,1,1
the paintings by the taxi drivers,1,1
the pilots next to the taxi drivers,1,1
the novels from the chefs,1,1
the pilots in front of the executives,1,1
the farmers in front of the dancers,1,1
the senators in front of the dancers,1,1
the consultants to the side of the parents,1,1
the books by the taxi drivers,1,1
the consultants in front of the taxi drivers,1,1
the consultants next to the skaters,1,1
the teachers next to the skaters,1,1
the teachers to the side of the executives,1,1
the consultants to the side of the dancers,1,1
the customers near the architects,1,1
the farmers across from the taxi drivers,1,1
the customers behind the chefs,1,1
the authors near the executives,1,1
the pilots across from the assistants,1,1
the farmers to the side of the dancers,1,1
the consultants behind the architects,1,1
the farmers across from the chefs,1,1
the pilots behind the guards,1,1
the senators in front of the parents,1,1
the surgeons in front of the taxi drivers,1,1
the officers near the assistants,1,1
the customers behind the skaters,1,1
the authors in front of the executives,1,1
the officers near the guards,1,1
the movies from the taxi drivers,1,1
the teachers behind the architects,1,1
the songs from the architects,1,1
the surgeons in front of the chefs,1,1
the consultants behind the chefs,1,1
the consultants next to the assistants,1,1
the customers near the skaters,1,1
the customers next to the guards,1,1
the managers behind the executives,1,1
the officers to the side of the assistants,1,1
the officers near the skaters,1,1
the authors behind the assistants,1,1
the managers next to the dancers,1,1
the surgeons behind the taxi drivers,1,1
the officers across from the parents,1,1
the songs from the guards,1,1
the pilots next to the assistants,1,1
the senators in front of the guards,1,1
the senators next to the executives,1,1
the consultants behind the assistants,1,1
the consultants in front of the ministers,1,1
the managers to the side of the assistants,1,1
the consultants across from the taxi drivers,1,1
the novels by the taxi drivers,1,1
the surgeons next to the architects,1,1
the surgeons to the side of the chefs,1,1
the songs from the dancers,1,1
the shows by the skaters,1,1
the poems from the executives,1,1
the managers to the side of the chefs,1,1
the farmers in front of the guards,1,1
the pilots next to the guards,1,1
the paintings by the dancers,1,1
the movies by the executives,1,1
the surgeons across from the dancers,1,1
the customers next to the skaters,1,1
the songs by the skaters,1,1
the pilots across from the dancers,1,1
the surgeons near the executives,1,1
the surgeons in front of the executives,1,1
the paintings from the assistants,1,1
the customers behind the dancers,1,1
the teachers across from the executives,1,1
the poems by the taxi drivers,1,1
the authors behind the skaters,1,1
the consultants in front of the executives,1,1
the senators next to the parents,1,1
the senators to the side of the guards,1,1
the teachers behind the guards,1,1
the pilots behind the ministers,1,1
the teachers to the side of the architects,1,1
the movies by the assistants,1,1
the customers next to the chefs,1,1
the pilots near the executives,1,1
the paintings by the assistants,1,1
the farmers to the side of the taxi drivers,1,1
the senators to the side of the architects,1,1
the paintings from the parents,1,1
the managers across from the taxi drivers,1,1
the managers next to the executives,1,1
the paintings by the chefs,1,1
the senators behind the dancers,1,1
the farmers near the guards,1,1
the customers across from the architects,1,1
the surgeons near the taxi drivers,1,1
the officers near the dancers,1,1
the novels from the taxi drivers,1,1
the novels by the chefs,1,1
the teachers in front of the chefs,1,1
the poems from the parents,1,1
the authors across from the skaters,1,1
the pilots near the parents,1,1
the senators across from the guards,1,1
the consultants next to the chefs,1,1
the movies from the architects,1,1
the pilots next to the executives,1,1
the teachers across from the dancers,1,1
the farmers to the side of the chefs,1,1
the pilots to the side of the assistants,1,1
the poems from the skaters,1,1
the consultants to the side of the skaters,1,1
the games from the assistants,1,1
the consultants in front of the assistants,1,1
the senators to the side of the parents,1,1
the surgeons behind the parents,1,1
the farmers in front of the ministers,1,1
the pilots next to the parents,1,1
the authors in front of the ministers,1,1
the pilots to the side of the architects,1,1
the farmers across from the skaters,1,1
the farmers behind the taxi drivers,1,1
