,data,labels,counterfactual_data,var_0,counter_var_0,var_1,counter_var_1,aux_0,counter_aux_0,aux_1,counter_aux_1,aux_2,counter_aux_2,aux_3,counter_aux_3,CF_Label_0,CF_FN_0,CF_Label_1,CF_FN_1,CF_Label_2,CF_FN_2,CF_Label_3,CF_FN_3,CF_Label_4,CF_FN_4,CF_Label_5,CF_FN_5
6186,86 81 113,44,100 48 113,51,56,106,69,54,35,5,52,167,148,5,52,7,var_0 counter_var_1 +,49,counter_var_0 var_1 +,96,aux_0 counter_aux_1 *,62,counter_aux_0 aux_1 *,96,aux_2 counter_aux_3 *,62,counter_aux_2 aux_3 *
6187,36 62 113,51,24 69 113,53,11,111,98,98,93,87,68,98,93,-26,-45,38,var_0 counter_var_1 +,9,counter_var_0 var_1 +,110,aux_0 counter_aux_1 *,68,counter_aux_0 aux_1 *,110,aux_2 counter_aux_3 *,68,counter_aux_2 aux_3 *
6188,77 58 113,79,4 91 113,53,16,26,81,22,95,19,26,135,95,19,-87,21,var_0 counter_var_1 +,42,counter_var_0 var_1 +,7,aux_0 counter_aux_1 *,110,counter_aux_0 aux_1 *,7,aux_2 counter_aux_3 *,110,counter_aux_2 aux_3 *
6189,86 107 113,15,91 49 113,51,32,77,85,80,27,92,42,193,140,-21,42,23,var_0 counter_var_1 +,109,counter_var_0 var_1 +,83,aux_0 counter_aux_1 *,111,counter_aux_0 aux_1 *,83,aux_2 counter_aux_3 *,111,counter_aux_2 aux_3 *
6190,53 111 113,93,70 60 113,97,41,109,16,51,17,55,10,164,130,-58,10,0,var_0 counter_var_1 +,37,counter_var_0 var_1 +,58,aux_0 counter_aux_1 *,31,counter_aux_0 aux_1 *,58,aux_2 counter_aux_3 *,31,counter_aux_2 aux_3 *
6191,79 13 113,83,7 54 113,26,49,57,22,92,61,66,66,92,61,66,-47,48,var_0 counter_var_1 +,106,counter_var_0 var_1 +,83,aux_0 counter_aux_1 *,71,counter_aux_0 aux_1 *,83,aux_2 counter_aux_3 *,71,counter_aux_2 aux_3 *
6192,90 73 113,59,1 78 113,77,1,95,18,50,79,17,36,163,79,17,-77,95,var_0 counter_var_1 +,96,counter_var_0 var_1 +,105,aux_0 counter_aux_1 *,100,counter_aux_0 aux_1 *,105,aux_2 counter_aux_3 *,100,counter_aux_2 aux_3 *
6193,95 36 113,45,52 9 113,98,105,60,32,18,61,59,43,131,61,59,43,17,var_0 counter_var_1 +,52,counter_var_0 var_1 +,96,aux_0 counter_aux_1 *,96,counter_aux_0 aux_1 *,96,aux_2 counter_aux_3 *,96,counter_aux_2 aux_3 *
6194,67 83 113,86,17 49 113,82,63,4,85,37,66,97,81,150,66,-16,-32,54,var_0 counter_var_1 +,67,counter_var_0 var_1 +,59,aux_0 counter_aux_1 *,74,counter_aux_0 aux_1 *,59,aux_2 counter_aux_3 *,74,counter_aux_2 aux_3 *
6195,26 60 113,14,65 31 113,111,44,16,56,86,96,79,34,86,96,-34,34,54,var_0 counter_var_1 +,60,counter_var_0 var_1 +,99,aux_0 counter_aux_1 *,13,counter_aux_0 aux_1 *,99,aux_2 counter_aux_3 *,13,counter_aux_2 aux_3 *
6196,98 89 113,101,94 37 113,112,22,102,100,74,18,9,57,187,131,9,57,99,var_0 counter_var_1 +,11,counter_var_0 var_1 +,37,aux_0 counter_aux_1 *,49,counter_aux_0 aux_1 *,37,aux_2 counter_aux_3 *,49,counter_aux_2 aux_3 *
6197,21 30 113,106,32 6 113,102,7,4,77,51,38,104,26,51,38,-9,26,66,var_0 counter_var_1 +,11,counter_var_0 var_1 +,83,aux_0 counter_aux_1 *,110,counter_aux_0 aux_1 *,83,aux_2 counter_aux_3 *,110,counter_aux_2 aux_3 *
6198,74 25 113,105,76 94 113,52,13,53,91,99,57,49,95,99,170,49,-18,30,var_0 counter_var_1 +,66,counter_var_0 var_1 +,26,aux_0 counter_aux_1 *,81,counter_aux_0 aux_1 *,26,aux_2 counter_aux_3 *,81,counter_aux_2 aux_3 *
6199,16 83 113,34,21 95 113,30,102,4,15,99,3,46,39,99,116,-67,-74,45,var_0 counter_var_1 +,106,counter_var_0 var_1 +,19,aux_0 counter_aux_1 *,25,counter_aux_0 aux_1 *,19,aux_2 counter_aux_3 *,25,counter_aux_2 aux_3 *
6200,27 60 113,67,32 70 113,51,7,16,72,87,102,80,75,87,102,-33,-38,10,var_0 counter_var_1 +,23,counter_var_0 var_1 +,84,aux_0 counter_aux_1 *,24,counter_aux_0 aux_1 *,84,aux_2 counter_aux_3 *,24,counter_aux_2 aux_3 *
6201,20 80 113,102,41 42 113,61,99,41,44,100,83,53,112,100,83,-60,-1,105,var_0 counter_var_1 +,27,counter_var_0 var_1 +,13,aux_0 counter_aux_1 *,105,counter_aux_0 aux_1 *,13,aux_2 counter_aux_3 *,105,counter_aux_2 aux_3 *
6202,98 18 113,14,1 50 113,112,1,15,99,3,51,80,64,116,51,80,-49,98,var_0 counter_var_1 +,16,counter_var_0 var_1 +,79,aux_0 counter_aux_1 *,12,counter_aux_0 aux_1 *,79,aux_2 counter_aux_3 *,12,counter_aux_2 aux_3 *
6203,82 1 113,56,78 58 113,57,95,112,26,83,23,81,20,83,136,81,20,83,var_0 counter_var_1 +,94,counter_var_0 var_1 +,78,aux_0 counter_aux_1 *,55,counter_aux_0 aux_1 *,78,aux_2 counter_aux_3 *,55,counter_aux_2 aux_3 *
6204,32 91 113,88,6 95 113,7,36,81,15,10,101,54,24,123,101,-59,-89,22,var_0 counter_var_1 +,4,counter_var_0 var_1 +,14,aux_0 counter_aux_1 *,30,counter_aux_0 aux_1 *,14,aux_2 counter_aux_3 *,30,counter_aux_2 aux_3 *
6205,92 6 113,66,10 77 113,102,100,77,60,98,87,86,46,98,87,86,-67,49,var_0 counter_var_1 +,64,counter_var_0 var_1 +,101,aux_0 counter_aux_1 *,24,counter_aux_0 aux_1 *,101,aux_2 counter_aux_3 *,24,counter_aux_2 aux_3 *
6206,110 66 113,60,101 30 113,9,31,51,4,63,18,44,71,176,131,44,71,13,var_0 counter_var_1 +,82,counter_var_0 var_1 +,66,aux_0 counter_aux_1 *,1,counter_aux_0 aux_1 *,66,aux_2 counter_aux_3 *,1,counter_aux_2 aux_3 *
6207,12 72 113,45,68 110 113,31,104,14,104,84,65,53,71,84,178,-60,-42,22,var_0 counter_var_1 +,5,counter_var_0 var_1 +,88,aux_0 counter_aux_1 *,55,counter_aux_0 aux_1 *,88,aux_2 counter_aux_3 *,55,counter_aux_2 aux_3 *
6208,70 56 113,69,21 102 113,41,102,28,105,13,10,14,32,126,123,14,-81,33,var_0 counter_var_1 +,17,counter_var_0 var_1 +,77,aux_0 counter_aux_1 *,27,counter_aux_0 aux_1 *,77,aux_2 counter_aux_3 *,27,counter_aux_2 aux_3 *
6209,19 15 113,23,11 95 113,22,8,1,15,34,106,4,29,34,106,4,-84,37,var_0 counter_var_1 +,9,counter_var_0 var_1 +,82,aux_0 counter_aux_1 *,85,counter_aux_0 aux_1 *,82,aux_2 counter_aux_3 *,85,counter_aux_2 aux_3 *
6210,32 98 113,8,37 28 113,7,13,1,7,17,65,47,9,130,65,-66,9,14,var_0 counter_var_1 +,14,counter_var_0 var_1 +,40,aux_0 counter_aux_1 *,4,counter_aux_0 aux_1 *,40,aux_2 counter_aux_3 *,4,counter_aux_2 aux_3 *
6211,29 51 113,48,94 18 113,50,22,111,15,80,112,91,76,80,112,-22,76,65,var_0 counter_var_1 +,20,counter_var_0 var_1 +,91,aux_0 counter_aux_1 *,22,counter_aux_0 aux_1 *,91,aux_2 counter_aux_3 *,22,counter_aux_2 aux_3 *
6212,13 71 113,100,69 81 113,56,15,44,106,84,37,55,101,84,150,-58,-12,49,var_0 counter_var_1 +,59,counter_var_0 var_1 +,9,aux_0 counter_aux_1 *,1,counter_aux_0 aux_1 *,9,aux_2 counter_aux_3 *,1,counter_aux_2 aux_3 *
6213,42 106 113,20,106 89 113,69,49,64,102,35,82,49,17,148,195,-64,17,58,var_0 counter_var_1 +,0,counter_var_0 var_1 +,30,aux_0 counter_aux_1 *,63,counter_aux_0 aux_1 *,30,aux_2 counter_aux_3 *,63,counter_aux_2 aux_3 *
6214,43 96 113,91,78 40 113,41,95,50,95,26,5,60,38,139,118,-53,38,23,var_0 counter_var_1 +,32,counter_var_0 var_1 +,84,aux_0 counter_aux_1 *,74,counter_aux_0 aux_1 *,84,aux_2 counter_aux_3 *,74,counter_aux_2 aux_3 *
6215,30 112 113,108,88 109 113,109,60,112,97,29,84,31,92,142,197,-82,-21,93,var_0 counter_var_1 +,59,counter_var_0 var_1 +,69,aux_0 counter_aux_1 *,5,counter_aux_0 aux_1 *,69,aux_2 counter_aux_3 *,5,counter_aux_2 aux_3 *
6216,58 83 113,91,77 15 113,87,53,4,1,28,92,88,62,141,92,-25,62,88,var_0 counter_var_1 +,57,counter_var_0 var_1 +,41,aux_0 counter_aux_1 *,73,counter_aux_0 aux_1 *,41,aux_2 counter_aux_3 *,73,counter_aux_2 aux_3 *
6217,81 0 113,7,26 62 113,7,111,0,111,81,88,81,77,81,88,81,-36,5,var_0 counter_var_1 +,111,counter_var_0 var_1 +,22,aux_0 counter_aux_1 *,9,counter_aux_0 aux_1 *,22,aux_2 counter_aux_3 *,9,counter_aux_2 aux_3 *
6218,112 100 113,58,12 52 113,1,31,57,8,99,64,12,73,212,64,12,-40,9,var_0 counter_var_1 +,88,counter_var_0 var_1 +,108,aux_0 counter_aux_1 *,90,counter_aux_0 aux_1 *,108,aux_2 counter_aux_3 *,90,counter_aux_2 aux_3 *
6219,78 33 113,23,6 31 113,95,36,41,56,111,37,45,88,111,37,45,-25,38,var_0 counter_var_1 +,77,counter_var_0 var_1 +,50,aux_0 counter_aux_1 *,83,counter_aux_0 aux_1 *,50,aux_2 counter_aux_3 *,83,counter_aux_2 aux_3 *
6220,108 68 113,34,49 102 113,25,28,9,105,63,38,40,60,176,151,40,-53,17,var_0 counter_var_1 +,37,counter_var_0 var_1 +,51,aux_0 counter_aux_1 *,51,counter_aux_0 aux_1 *,51,aux_2 counter_aux_3 *,51,counter_aux_2 aux_3 *
6221,31 90 113,93,4 30 113,57,16,36,4,8,34,54,87,121,34,-59,-26,61,var_0 counter_var_1 +,52,counter_var_0 var_1 +,18,aux_0 counter_aux_1 *,28,counter_aux_0 aux_1 *,18,aux_2 counter_aux_3 *,28,counter_aux_2 aux_3 *
6222,83 77 113,56,78 82 113,109,95,60,56,47,47,6,109,160,160,6,-4,52,var_0 counter_var_1 +,42,counter_var_0 var_1 +,38,aux_0 counter_aux_1 *,56,counter_aux_0 aux_1 *,38,aux_2 counter_aux_3 *,56,counter_aux_2 aux_3 *
6223,32 43 113,79,75 109 113,7,88,72,97,75,71,102,79,75,184,-11,-34,104,var_0 counter_var_1 +,47,counter_var_0 var_1 +,49,aux_0 counter_aux_1 *,10,counter_aux_0 aux_1 *,49,aux_2 counter_aux_3 *,10,counter_aux_2 aux_3 *
6224,96 75 113,88,104 52 113,63,81,25,8,58,43,21,52,171,156,21,52,71,var_0 counter_var_1 +,106,counter_var_0 var_1 +,78,aux_0 counter_aux_1 *,112,counter_aux_0 aux_1 *,78,aux_2 counter_aux_3 *,112,counter_aux_2 aux_3 *
6225,98 78 113,17,53 81 113,112,97,18,106,63,21,20,85,176,134,20,-28,105,var_0 counter_var_1 +,2,counter_var_0 var_1 +,44,aux_0 counter_aux_1 *,81,counter_aux_0 aux_1 *,44,aux_2 counter_aux_3 *,81,counter_aux_2 aux_3 *
6226,31 92 113,68,4 105 113,57,16,11,49,10,109,52,12,123,109,-61,-101,106,var_0 counter_var_1 +,27,counter_var_0 var_1 +,7,aux_0 counter_aux_1 *,18,counter_aux_0 aux_1 *,7,aux_2 counter_aux_3 *,18,counter_aux_2 aux_3 *
6227,91 66 113,83,93 30 113,32,61,51,4,44,10,25,63,157,123,25,63,36,var_0 counter_var_1 +,112,counter_var_0 var_1 +,60,aux_0 counter_aux_1 *,24,counter_aux_0 aux_1 *,60,aux_2 counter_aux_3 *,24,counter_aux_2 aux_3 *
6228,101 55 113,57,62 55 113,31,2,26,26,43,4,46,7,156,117,46,7,57,var_0 counter_var_1 +,28,counter_var_0 var_1 +,75,aux_0 counter_aux_1 *,71,counter_aux_0 aux_1 *,75,aux_2 counter_aux_3 *,71,counter_aux_2 aux_3 *
6229,108 11 113,17,2 77 113,25,4,105,60,6,79,97,38,119,79,97,-75,85,var_0 counter_var_1 +,109,counter_var_0 var_1 +,2,aux_0 counter_aux_1 *,92,counter_aux_0 aux_1 *,2,aux_2 counter_aux_3 *,92,counter_aux_2 aux_3 *
6230,18 45 113,107,79 26 113,98,26,9,2,63,105,86,53,63,105,-27,53,100,var_0 counter_var_1 +,35,counter_var_0 var_1 +,62,aux_0 counter_aux_1 *,103,counter_aux_0 aux_1 *,62,aux_2 counter_aux_3 *,103,counter_aux_2 aux_3 *
6231,41 13 113,43,35 39 113,99,95,57,61,54,74,28,109,54,74,28,-4,47,var_0 counter_var_1 +,39,counter_var_0 var_1 +,10,aux_0 counter_aux_1 *,38,counter_aux_0 aux_1 *,10,aux_2 counter_aux_3 *,38,counter_aux_2 aux_3 *
6232,29 64 113,22,65 60 113,50,44,85,16,93,12,78,5,93,125,-35,5,66,var_0 counter_var_1 +,16,counter_var_0 var_1 +,13,aux_0 counter_aux_1 *,32,counter_aux_0 aux_1 *,13,aux_2 counter_aux_3 *,32,counter_aux_2 aux_3 *
6233,31 72 113,71,102 13 113,57,8,14,57,103,2,72,89,103,115,-41,89,1,var_0 counter_var_1 +,22,counter_var_0 var_1 +,14,aux_0 counter_aux_1 *,31,counter_aux_0 aux_1 *,14,aux_2 counter_aux_3 *,31,counter_aux_2 aux_3 *
6234,26 41 113,12,60 13 113,111,97,14,57,67,73,98,47,67,73,-15,47,55,var_0 counter_var_1 +,111,counter_var_0 var_1 +,98,aux_0 counter_aux_1 *,35,counter_aux_0 aux_1 *,98,aux_2 counter_aux_3 *,35,counter_aux_2 aux_3 *
6235,88 54 113,82,1 14 113,60,1,22,30,29,15,34,100,142,15,34,-13,90,var_0 counter_var_1 +,23,counter_var_0 var_1 +,75,aux_0 counter_aux_1 *,58,counter_aux_0 aux_1 *,75,aux_2 counter_aux_3 *,58,counter_aux_2 aux_3 *
6236,17 15 113,64,103 33 113,63,100,1,41,32,23,2,70,32,136,2,70,104,var_0 counter_var_1 +,101,counter_var_0 var_1 +,93,aux_0 counter_aux_1 *,46,counter_aux_0 aux_1 *,93,aux_2 counter_aux_3 *,46,counter_aux_2 aux_3 *
6237,109 11 113,8,69 62 113,16,15,105,111,7,18,98,7,120,131,98,7,14,var_0 counter_var_1 +,7,counter_var_0 var_1 +,49,aux_0 counter_aux_1 *,69,counter_aux_0 aux_1 *,49,aux_2 counter_aux_3 *,69,counter_aux_2 aux_3 *
6238,40 3 113,9,55 103 113,18,87,104,13,43,45,37,65,43,158,37,-48,31,var_0 counter_var_1 +,78,counter_var_0 var_1 +,83,aux_0 counter_aux_1 *,83,counter_aux_0 aux_1 *,83,aux_2 counter_aux_3 *,83,counter_aux_2 aux_3 *
6239,61 75 113,17,74 84 113,105,52,25,63,23,45,99,103,136,158,-14,-10,55,var_0 counter_var_1 +,77,counter_var_0 var_1 +,109,aux_0 counter_aux_1 *,48,counter_aux_0 aux_1 *,109,aux_2 counter_aux_3 *,48,counter_aux_2 aux_3 *
6240,26 6 113,75,71 103 113,111,69,77,13,32,61,20,81,32,174,20,-32,11,var_0 counter_var_1 +,33,counter_var_0 var_1 +,106,aux_0 counter_aux_1 *,90,counter_aux_0 aux_1 *,106,aux_2 counter_aux_3 *,90,counter_aux_2 aux_3 *
6241,10 89 113,89,25 89 113,100,60,102,102,99,1,34,49,99,114,-79,-64,89,var_0 counter_var_1 +,49,counter_var_0 var_1 +,105,aux_0 counter_aux_1 *,34,counter_aux_0 aux_1 *,105,aux_2 counter_aux_3 *,34,counter_aux_2 aux_3 *
6242,37 13 113,70,88 74 113,13,60,57,61,50,49,24,14,50,162,24,14,74,var_0 counter_var_1 +,4,counter_var_0 var_1 +,22,aux_0 counter_aux_1 *,46,counter_aux_0 aux_1 *,22,aux_2 counter_aux_3 *,46,counter_aux_2 aux_3 *
6243,5 35 113,43,81 85 113,25,7,18,7,40,53,83,109,40,166,-30,-4,32,var_0 counter_var_1 +,25,counter_var_0 var_1 +,66,aux_0 counter_aux_1 *,105,counter_aux_0 aux_1 *,66,aux_2 counter_aux_3 *,105,counter_aux_2 aux_3 *
6244,104 98 113,82,88 11 113,81,60,1,105,89,99,6,77,202,99,6,77,73,var_0 counter_var_1 +,61,counter_var_0 var_1 +,73,aux_0 counter_aux_1 *,29,counter_aux_0 aux_1 *,73,aux_2 counter_aux_3 *,29,counter_aux_2 aux_3 *
6245,4 95 113,31,21 14 113,16,102,15,30,99,35,22,7,99,35,-91,7,46,var_0 counter_var_1 +,4,counter_var_0 var_1 +,15,aux_0 counter_aux_1 *,92,counter_aux_0 aux_1 *,15,aux_2 counter_aux_3 *,92,counter_aux_2 aux_3 *
6246,28 19 113,84,34 68 113,106,26,91,9,47,102,9,79,47,102,9,-34,2,var_0 counter_var_1 +,4,counter_var_0 var_1 +,97,aux_0 counter_aux_1 *,14,counter_aux_0 aux_1 *,97,aux_2 counter_aux_3 *,14,counter_aux_2 aux_3 *
6247,68 111 113,100,14 57 113,104,83,109,28,66,71,70,70,179,71,-43,-43,19,var_0 counter_var_1 +,79,counter_var_0 var_1 +,100,aux_0 counter_aux_1 *,111,counter_aux_0 aux_1 *,100,aux_2 counter_aux_3 *,111,counter_aux_2 aux_3 *
6248,61 95 113,7,102 57 113,105,8,15,28,43,46,79,45,156,159,-34,45,20,var_0 counter_var_1 +,23,counter_var_0 var_1 +,14,aux_0 counter_aux_1 *,18,counter_aux_0 aux_1 *,14,aux_2 counter_aux_3 *,18,counter_aux_2 aux_3 *
6249,41 96 113,36,38 69 113,99,88,50,98,24,107,58,82,137,107,-55,-31,84,var_0 counter_var_1 +,25,counter_var_0 var_1 +,47,aux_0 counter_aux_1 *,104,counter_aux_0 aux_1 *,47,aux_2 counter_aux_3 *,104,counter_aux_2 aux_3 *
6250,22 59 113,54,96 47 113,32,63,22,51,81,30,76,49,81,143,-37,49,83,var_0 counter_var_1 +,85,counter_var_0 var_1 +,14,aux_0 counter_aux_1 *,20,counter_aux_0 aux_1 *,14,aux_2 counter_aux_3 *,20,counter_aux_2 aux_3 *
6251,62 108 113,90,4 4 113,2,16,88,97,57,8,67,0,170,8,-46,0,99,var_0 counter_var_1 +,104,counter_var_0 var_1 +,0,aux_0 counter_aux_1 *,84,counter_aux_0 aux_1 *,0,aux_2 counter_aux_3 *,84,counter_aux_2 aux_3 *
6252,9 106 113,32,33 19 113,81,72,64,91,2,52,16,14,115,52,-97,14,59,var_0 counter_var_1 +,23,counter_var_0 var_1 +,28,aux_0 counter_aux_1 *,41,counter_aux_0 aux_1 *,28,aux_2 counter_aux_3 *,41,counter_aux_2 aux_3 *
6253,80 55 113,98,43 2 113,72,41,26,109,22,45,25,41,135,45,25,41,68,var_0 counter_var_1 +,67,counter_var_0 var_1 +,111,aux_0 counter_aux_1 *,108,counter_aux_0 aux_1 *,111,aux_2 counter_aux_3 *,108,counter_aux_2 aux_3 *
6254,20 17 113,111,101 50 113,61,31,50,99,37,38,3,51,37,151,3,51,47,var_0 counter_var_1 +,81,counter_var_0 var_1 +,79,aux_0 counter_aux_1 *,1,counter_aux_0 aux_1 *,79,aux_2 counter_aux_3 *,1,counter_aux_2 aux_3 *
6255,16 88 113,83,65 50 113,30,44,53,99,104,2,41,15,104,115,-72,15,16,var_0 counter_var_1 +,97,counter_var_0 var_1 +,91,aux_0 counter_aux_1 *,82,counter_aux_0 aux_1 *,91,aux_2 counter_aux_3 *,82,counter_aux_2 aux_3 *
6256,17 99 113,93,105 42 113,63,64,30,44,3,34,31,63,116,147,-82,63,107,var_0 counter_var_1 +,94,counter_var_0 var_1 +,76,aux_0 counter_aux_1 *,37,counter_aux_0 aux_1 *,76,aux_2 counter_aux_3 *,37,counter_aux_2 aux_3 *
6257,64 24 113,17,86 65 113,28,51,102,69,88,38,40,21,88,151,40,21,97,var_0 counter_var_1 +,40,counter_var_0 var_1 +,40,aux_0 counter_aux_1 *,51,counter_aux_0 aux_1 *,40,aux_2 counter_aux_3 *,51,counter_aux_2 aux_3 *
6258,15 102 113,104,73 71 113,112,18,105,44,4,31,26,2,117,144,-87,2,43,var_0 counter_var_1 +,10,counter_var_0 var_1 +,8,aux_0 counter_aux_1 *,15,counter_aux_0 aux_1 *,8,aux_2 counter_aux_3 *,15,counter_aux_2 aux_3 *
6259,19 0 113,22,61 40 113,22,105,0,95,19,101,19,21,19,101,19,21,4,var_0 counter_var_1 +,105,counter_var_0 var_1 +,60,aux_0 counter_aux_1 *,111,counter_aux_0 aux_1 *,60,aux_2 counter_aux_3 *,111,counter_aux_2 aux_3 *
6260,5 8 113,74,2 24 113,25,4,49,102,13,26,110,91,13,26,-3,-22,14,var_0 counter_var_1 +,53,counter_var_0 var_1 +,53,aux_0 counter_aux_1 *,35,counter_aux_0 aux_1 *,53,aux_2 counter_aux_3 *,35,counter_aux_2 aux_3 *
6261,106 45 113,58,46 73 113,49,82,9,95,38,6,61,86,151,119,61,-27,31,var_0 counter_var_1 +,91,counter_var_0 var_1 +,104,aux_0 counter_aux_1 *,27,counter_aux_0 aux_1 *,104,aux_2 counter_aux_3 *,27,counter_aux_2 aux_3 *
6262,10 67 113,18,24 61 113,100,11,31,8,77,85,56,76,77,85,-57,-37,108,var_0 counter_var_1 +,42,counter_var_0 var_1 +,89,aux_0 counter_aux_1 *,14,counter_aux_0 aux_1 *,89,aux_2 counter_aux_3 *,14,counter_aux_2 aux_3 *
6263,93 35 113,79,106 41 113,61,49,18,14,15,34,58,65,128,147,58,65,75,var_0 counter_var_1 +,67,counter_var_0 var_1 +,71,aux_0 counter_aux_1 *,51,counter_aux_0 aux_1 *,71,aux_2 counter_aux_3 *,51,counter_aux_2 aux_3 *
6264,92 92 113,0,25 101 113,102,60,11,82,71,13,0,37,184,126,0,-76,71,var_0 counter_var_1 +,71,counter_var_0 var_1 +,28,aux_0 counter_aux_1 *,0,counter_aux_0 aux_1 *,28,aux_2 counter_aux_3 *,0,counter_aux_2 aux_3 *
6265,68 17 113,41,102 33 113,104,8,50,41,85,22,51,69,85,135,51,69,32,var_0 counter_var_1 +,58,counter_var_0 var_1 +,102,aux_0 counter_aux_1 *,105,counter_aux_0 aux_1 *,102,aux_2 counter_aux_3 *,105,counter_aux_2 aux_3 *
6266,27 2 113,47,11 72 113,51,8,109,14,29,83,25,52,29,83,25,-61,65,var_0 counter_var_1 +,4,counter_var_0 var_1 +,39,aux_0 counter_aux_1 *,41,counter_aux_0 aux_1 *,39,aux_2 counter_aux_3 *,41,counter_aux_2 aux_3 *
6267,37 3 113,4,109 72 113,13,16,104,14,40,68,34,37,40,181,34,37,27,var_0 counter_var_1 +,7,counter_var_0 var_1 +,11,aux_0 counter_aux_1 *,52,counter_aux_0 aux_1 *,11,aux_2 counter_aux_3 *,52,counter_aux_2 aux_3 *
6268,74 94 113,30,84 18 113,52,50,91,15,55,102,93,66,168,102,-20,66,67,var_0 counter_var_1 +,28,counter_var_0 var_1 +,14,aux_0 counter_aux_1 *,107,counter_aux_0 aux_1 *,14,aux_2 counter_aux_3 *,107,counter_aux_2 aux_3 *
6269,96 109 113,47,97 43 113,63,30,97,72,92,27,100,54,205,140,-13,54,22,var_0 counter_var_1 +,14,counter_var_0 var_1 +,109,aux_0 counter_aux_1 *,101,counter_aux_0 aux_1 *,109,aux_2 counter_aux_3 *,101,counter_aux_2 aux_3 *
6270,58 19 113,65,51 93 113,87,2,91,52,77,31,39,71,77,144,39,-42,26,var_0 counter_var_1 +,93,counter_var_0 var_1 +,43,aux_0 counter_aux_1 *,79,counter_aux_0 aux_1 *,43,aux_2 counter_aux_3 *,79,counter_aux_2 aux_3 *
6271,87 18 113,13,56 52 113,111,85,15,8,105,108,69,4,105,108,69,4,6,var_0 counter_var_1 +,100,counter_var_0 var_1 +,81,aux_0 counter_aux_1 *,107,counter_aux_0 aux_1 *,81,aux_2 counter_aux_3 *,107,counter_aux_2 aux_3 *
6272,68 75 113,16,74 48 113,104,52,25,69,30,9,106,26,143,122,-7,26,60,var_0 counter_var_1 +,77,counter_var_0 var_1 +,102,aux_0 counter_aux_1 *,50,counter_aux_0 aux_1 *,102,aux_2 counter_aux_3 *,50,counter_aux_2 aux_3 *
6273,66 111 113,58,63 91 113,62,14,109,81,64,41,68,85,177,154,-45,-28,30,var_0 counter_var_1 +,10,counter_var_0 var_1 +,16,aux_0 counter_aux_1 *,76,counter_aux_0 aux_1 *,16,aux_2 counter_aux_3 *,76,counter_aux_2 aux_3 *
6274,8 73 113,46,92 78 113,64,102,95,18,81,57,48,14,81,170,-65,14,82,var_0 counter_var_1 +,84,counter_var_0 var_1 +,4,aux_0 counter_aux_1 *,24,counter_aux_0 aux_1 *,4,aux_2 counter_aux_3 *,24,counter_aux_2 aux_3 *
6275,17 111 113,59,25 60 113,63,60,109,16,15,85,19,78,128,85,-94,-35,79,var_0 counter_var_1 +,56,counter_var_0 var_1 +,40,aux_0 counter_aux_1 *,33,counter_aux_0 aux_1 *,40,aux_2 counter_aux_3 *,33,counter_aux_2 aux_3 *
6276,74 4 113,36,83 45 113,52,109,97,9,78,15,70,38,78,128,70,38,61,var_0 counter_var_1 +,93,counter_var_0 var_1 +,26,aux_0 counter_aux_1 *,33,counter_aux_0 aux_1 *,26,aux_2 counter_aux_3 *,33,counter_aux_2 aux_3 *
6277,43 71 113,85,37 73 113,41,13,44,95,1,110,85,77,114,110,-28,-36,23,var_0 counter_var_1 +,57,counter_var_0 var_1 +,77,aux_0 counter_aux_1 *,84,counter_aux_0 aux_1 *,77,aux_2 counter_aux_3 *,84,counter_aux_2 aux_3 *
6278,42 29 113,19,60 7 113,69,97,63,64,71,67,13,53,71,67,13,53,20,var_0 counter_var_1 +,47,counter_var_0 var_1 +,34,aux_0 counter_aux_1 *,80,counter_aux_0 aux_1 *,34,aux_2 counter_aux_3 *,80,counter_aux_2 aux_3 *
6279,92 89 113,91,35 10 113,102,95,102,13,68,45,3,25,181,45,3,25,2,var_0 counter_var_1 +,84,counter_var_0 var_1 +,5,aux_0 counter_aux_1 *,22,counter_aux_0 aux_1 *,5,aux_2 counter_aux_3 *,22,counter_aux_2 aux_3 *
6280,36 97 113,23,29 57 113,53,50,83,28,20,86,52,85,133,86,-61,-28,81,var_0 counter_var_1 +,20,counter_var_0 var_1 +,5,aux_0 counter_aux_1 *,65,counter_aux_0 aux_1 *,5,aux_2 counter_aux_3 *,65,counter_aux_2 aux_3 *
6281,92 37 113,89,58 25 113,102,87,100,53,16,83,55,33,129,83,55,33,42,var_0 counter_var_1 +,74,counter_var_0 var_1 +,76,aux_0 counter_aux_1 *,45,counter_aux_0 aux_1 *,76,aux_2 counter_aux_3 *,45,counter_aux_2 aux_3 *
6282,61 77 113,52,79 82 113,105,26,60,56,25,48,97,110,138,161,-16,-3,48,var_0 counter_var_1 +,86,counter_var_0 var_1 +,38,aux_0 counter_aux_1 *,23,counter_aux_0 aux_1 *,38,aux_2 counter_aux_3 *,23,counter_aux_2 aux_3 *
6283,109 2 113,12,75 37 113,16,88,109,100,111,112,107,38,111,112,107,38,3,var_0 counter_var_1 +,84,counter_var_0 var_1 +,37,aux_0 counter_aux_1 *,6,counter_aux_0 aux_1 *,37,aux_2 counter_aux_3 *,6,counter_aux_2 aux_3 *
