,data,labels,counterfactual_data,var_0,counter_var_0
6338,23 12 113,35,96 101 113,35,84
6339,81 49 113,17,77 4 113,17,81
6340,61 26 113,87,102 36 113,87,25
6341,86 78 113,51,24 83 113,51,107
6342,59 4 113,63,39 61 113,63,100
6343,103 0 113,103,36 87 113,103,10
6344,41 28 113,69,25 93 113,69,5
6345,23 83 113,106,105 69 113,106,61
6346,37 6 113,43,100 19 113,43,6
6347,72 94 113,53,68 54 113,53,9
6348,24 24 113,48,44 89 113,48,20
6349,9 80 113,89,103 106 113,89,96
6350,46 97 113,30,97 1 113,30,98
6351,34 99 113,20,22 80 113,20,102
6352,69 73 113,29,31 3 113,29,34
6353,73 93 113,53,89 68 113,53,44
6354,37 65 113,102,79 12 113,102,91
6355,93 3 113,96,3 99 113,96,102
6356,65 93 113,45,54 49 113,45,103
6357,14 71 113,85,67 5 113,85,72
6358,100 8 113,108,89 82 113,108,58
6359,82 72 113,41,89 66 113,41,42
6360,96 98 113,81,27 35 113,81,62
6361,69 47 113,3,28 48 113,3,76
6362,7 0 113,7,67 56 113,7,10
6363,32 21 113,53,59 108 113,53,54
6364,28 9 113,37,36 57 113,37,93
6365,22 12 113,34,4 102 113,34,106
6366,38 13 113,51,30 57 113,51,87
6367,78 2 113,80,27 6 113,80,33
6368,84 77 113,48,8 12 113,48,20
6369,58 11 113,69,34 47 113,69,81
6370,101 80 113,68,86 9 113,68,95
6371,78 46 113,11,67 89 113,11,43
6372,70 13 113,83,38 17 113,83,55
6373,58 17 113,75,110 67 113,75,64
6374,108 102 113,97,88 38 113,97,13
6375,79 76 113,42,55 87 113,42,29
6376,92 62 113,41,77 93 113,41,57
6377,4 49 113,53,106 18 113,53,11
6378,45 66 113,111,83 93 113,111,63
6379,54 5 113,59,77 32 113,59,109
6380,8 105 113,0,12 2 113,0,14
6381,36 45 113,81,102 18 113,81,7
6382,88 56 113,31,88 70 113,31,45
6383,77 49 113,13,61 89 113,13,37
6384,25 23 113,48,26 85 113,48,111
6385,100 112 113,99,110 5 113,99,2
6386,2 101 113,103,105 1 113,103,106
6387,75 86 113,48,77 95 113,48,59
6388,46 0 113,46,72 12 113,46,84
6389,36 53 113,89,99 6 113,89,105
6390,87 2 113,89,93 87 113,89,67
6391,97 55 113,39,0 37 113,39,37
6392,85 22 113,107,80 46 113,107,13
6393,108 93 113,88,22 2 113,88,24
6394,70 52 113,9,51 105 113,9,43
6395,103 23 113,13,82 35 113,13,4
6396,28 111 113,26,3 60 113,26,63
6397,61 50 113,111,103 15 113,111,5
6398,54 26 113,80,108 8 113,80,3
6399,87 60 113,34,108 76 113,34,71
6400,47 48 113,95,28 97 113,95,12
6401,89 24 113,0,111 46 113,0,44
6402,68 80 113,35,48 39 113,35,87
6403,55 102 113,44,42 107 113,44,36
6404,57 42 113,99,32 39 113,99,71
6405,7 71 113,78,76 41 113,78,4
6406,93 70 113,50,108 39 113,50,34
6407,64 50 113,1,47 8 113,1,55
6408,42 22 113,64,105 3 113,64,108
6409,92 16 113,108,54 109 113,108,50
6410,38 5 113,43,89 10 113,43,99
6411,19 14 113,33,94 46 113,33,27
6412,4 76 113,80,96 29 113,80,12
6413,88 25 113,0,91 68 113,0,46
6414,12 96 113,108,107 30 113,108,24
6415,52 44 113,96,96 109 113,96,92
6416,53 0 113,53,39 11 113,53,50
6417,17 83 113,100,95 69 113,100,51
6418,71 55 113,13,86 89 113,13,62
6419,20 79 113,99,19 22 113,99,41
6420,42 23 113,65,30 0 113,65,30
6421,102 47 113,36,65 40 113,36,105
6422,40 101 113,28,25 8 113,28,33
6423,106 68 113,61,6 56 113,61,62
6424,79 25 113,104,110 7 113,104,4
6425,5 30 113,35,72 59 113,35,18
6426,1 45 113,46,53 34 113,46,87
6427,67 9 113,76,40 6 113,76,46
6428,18 25 113,43,95 74 113,43,56
6429,50 48 113,98,14 48 113,98,62
6430,77 109 113,73,51 16 113,73,67
6431,33 99 113,19,40 94 113,19,21
6432,60 43 113,103,38 24 113,103,62
6433,14 28 113,42,51 12 113,42,63
6434,40 100 113,27,66 30 113,27,96
6435,45 32 113,77,66 77 113,77,30
6436,106 69 113,62,55 19 113,62,74
6437,31 59 113,90,4 22 113,90,26
6438,108 54 113,49,3 94 113,49,97
6439,51 0 113,51,10 92 113,51,102
6440,48 23 113,71,86 19 113,71,105
6441,63 48 113,111,10 4 113,111,14
6442,13 40 113,53,98 18 113,53,3
6443,78 76 113,41,82 67 113,41,36
6444,33 19 113,52,83 80 113,52,50
6445,26 25 113,51,86 13 113,51,99
6446,19 106 113,12,23 23 113,12,46
6447,45 107 113,39,96 96 113,39,79
6448,20 33 113,53,79 62 113,53,28
6449,38 23 113,61,23 49 113,61,72
6450,27 8 113,35,70 59 113,35,16
6451,70 29 113,99,14 80 113,99,94
6452,43 84 113,14,73 18 113,14,91
6453,1 102 113,103,36 93 113,103,16
6454,20 99 113,6,67 49 113,6,3
6455,15 11 113,26,71 2 113,26,73
6456,22 3 113,25,55 41 113,25,96
6457,48 18 113,66,26 67 113,66,93
6458,103 108 113,98,64 79 113,98,30
6459,33 39 113,72,100 15 113,72,2
6460,95 66 113,48,18 96 113,48,1
6461,62 23 113,85,75 67 113,85,29
6462,72 68 113,27,69 110 113,27,66
6463,56 54 113,110,16 54 113,110,70
6464,33 51 113,84,83 77 113,84,47
6465,105 2 113,107,22 0 113,107,22
6466,60 12 113,72,13 6 113,72,19
6467,0 80 113,80,9 91 113,80,100
6468,34 68 113,102,106 69 113,102,62
6469,75 85 113,47,34 94 113,47,15
6470,9 24 113,33,27 7 113,33,34
6471,6 37 113,43,104 8 113,43,112
6472,11 107 113,5,8 73 113,5,81
6473,41 26 113,67,87 22 113,67,109
6474,3 70 113,73,8 55 113,73,63
6475,36 57 113,93,4 16 113,93,20
6476,81 14 113,95,100 27 113,95,14
6477,23 106 113,16,98 112 113,16,97
6478,39 52 113,91,105 39 113,91,31
6479,18 19 113,37,68 106 113,37,61
6480,97 13 113,110,7 10 113,110,17
6481,30 9 113,39,55 6 113,39,61
6482,93 62 113,42,70 67 113,42,24
6483,103 32 113,22,77 46 113,22,10
6484,105 54 113,46,44 9 113,46,53
6485,60 91 113,38,24 79 113,38,103
6486,102 52 113,41,96 71 113,41,54
6487,103 30 113,20,81 42 113,20,10
6488,10 2 113,12,14 109 113,12,10
6489,25 63 113,88,112 11 113,88,10
6490,110 18 113,15,1 27 113,15,28
6491,74 35 113,109,36 20 113,109,56
6492,59 21 113,80,81 24 113,80,105
6493,62 26 113,88,34 76 113,88,110
6494,76 86 113,49,37 63 113,49,100
6495,95 86 113,68,15 64 113,68,79
6496,1 12 113,13,48 109 113,13,44
6497,41 46 113,87,42 21 113,87,63
6498,13 55 113,68,1 98 113,68,99
6499,93 109 113,89,78 46 113,89,11
6500,31 101 113,19,97 51 113,19,35
6501,28 60 113,88,72 13 113,88,85
6502,80 105 113,72,104 105 113,72,96
6503,85 8 113,93,37 50 113,93,87
6504,9 1 113,10,76 33 113,10,109
6505,108 88 113,83,15 3 113,83,18
6506,39 4 113,43,54 11 113,43,65
6507,110 40 113,37,92 64 113,37,43
6508,27 27 113,54,83 40 113,54,10
6509,52 87 113,26,80 21 113,26,101
6510,55 38 113,93,99 46 113,93,32
6511,71 64 113,22,81 27 113,22,108
6512,13 34 113,47,41 60 113,47,101
6513,88 40 113,15,52 51 113,15,103
6514,110 4 113,1,14 105 113,1,6
6515,49 8 113,57,75 10 113,57,85
6516,47 110 113,44,33 62 113,44,95
6517,68 8 113,76,4 45 113,76,49
6518,4 110 113,1,29 14 113,1,43
6519,57 108 113,52,58 57 113,52,2
6520,91 21 113,112,18 103 113,112,8
6521,31 13 113,44,50 41 113,44,91
6522,80 98 113,65,83 0 113,65,83
6523,58 103 113,48,29 85 113,48,1
6524,109 7 113,3,83 99 113,3,69
6525,51 95 113,33,97 78 113,33,62
6526,53 104 113,44,25 104 113,44,16
6527,32 63 113,95,96 21 113,95,4
6528,84 107 113,78,54 88 113,78,29
6529,66 9 113,75,14 23 113,75,37
6530,26 108 113,21,58 22 113,21,80
6531,108 62 113,57,75 91 113,57,53
6532,32 49 113,81,69 71 113,81,27
6533,81 66 113,34,58 71 113,34,16
6534,31 27 113,58,56 55 113,58,111
6535,81 35 113,3,1 47 113,3,48
6536,78 22 113,100,11 36 113,100,47
6537,48 85 113,20,6 107 113,20,0
6538,3 46 113,49,85 1 113,49,86
6539,63 21 113,84,44 107 113,84,38
6540,109 92 113,88,92 27 113,88,6
6541,88 14 113,102,110 69 113,102,66
6542,38 54 113,92,30 62 113,92,92
6543,72 88 113,47,38 76 113,47,1
6544,85 111 113,83,95 42 113,83,24
6545,28 8 113,36,74 35 113,36,109
6546,1 30 113,31,18 11 113,31,29
6547,86 20 113,106,83 63 113,106,33
6548,19 55 113,74,65 61 113,74,13
6549,2 26 113,28,88 32 113,28,7
6550,46 84 113,17,105 67 113,17,59
6551,83 75 113,45,38 107 113,45,32
6552,59 53 113,112,46 50 113,112,96
6553,107 18 113,12,79 105 113,12,71
6554,56 63 113,6,75 35 113,6,110
6555,32 29 113,61,93 78 113,61,58
6556,71 101 113,59,10 33 113,59,43
6557,51 30 113,81,68 97 113,81,52
6558,50 15 113,65,84 35 113,65,6
6559,5 71 113,76,110 86 113,76,83
6560,10 17 113,27,25 15 113,27,40
6561,78 85 113,50,55 32 113,50,87
6562,33 61 113,94,1 19 113,94,20
6563,24 63 113,87,50 90 113,87,27
6564,96 88 113,71,23 71 113,71,94
6565,86 4 113,90,41 25 113,90,66
6566,97 2 113,99,63 17 113,99,80
6567,99 40 113,26,100 72 113,26,59
6568,104 66 113,57,1 24 113,57,25
6569,5 2 113,7,0 46 113,7,46
6570,87 105 113,79,61 66 113,79,14
6571,103 83 113,73,25 78 113,73,103
6572,65 108 113,60,76 51 113,60,14
6573,94 36 113,17,108 5 113,17,0
6574,110 21 113,18,46 79 113,18,12
6575,77 92 113,56,20 42 113,56,62
6576,14 31 113,45,109 3 113,45,112
6577,107 97 113,91,35 91 113,91,13
6578,99 64 113,50,6 103 113,50,109
6579,77 28 113,105,55 95 113,105,37
6580,18 79 113,97,91 66 113,97,44
6581,39 86 113,12,9 27 113,12,36
6582,102 81 113,70,68 61 113,70,16
6583,17 12 113,29,104 82 113,29,73
6584,102 7 113,109,20 101 113,109,8
6585,7 94 113,101,71 72 113,101,30
6586,110 25 113,22,0 28 113,22,28
6587,77 75 113,39,14 65 113,39,79
6588,34 49 113,83,9 7 113,83,16
6589,2 112 113,1,1 92 113,1,93
6590,101 21 113,9,79 97 113,9,63
6591,70 8 113,78,10 19 113,78,29
6592,51 17 113,68,104 79 113,68,70
6593,92 79 113,58,71 19 113,58,90
6594,69 9 113,78,20 17 113,78,37
6595,89 38 113,14,5 34 113,14,39
6596,64 33 113,97,3 30 113,97,33
6597,26 54 113,80,56 78 113,80,21
6598,14 89 113,103,43 61 113,103,104
6599,27 80 113,107,103 28 113,107,18
6600,110 39 113,36,90 102 113,36,79
6601,39 1 113,40,84 50 113,40,21
6602,34 75 113,109,110 105 113,109,102
6603,31 0 113,31,44 69 113,31,0
6604,46 6 113,52,96 67 113,52,50
6605,97 98 113,82,99 98 113,82,84
6606,7 80 113,87,106 39 113,87,32
6607,108 109 113,104,63 49 113,104,112
6608,1 21 113,22,30 83 113,22,0
6609,45 80 113,12,41 21 113,12,62
6610,103 110 113,100,34 5 113,100,39
6611,56 56 113,112,4 33 113,112,37
6612,2 82 113,84,44 14 113,84,58
6613,1 19 113,20,104 73 113,20,64
6614,29 39 113,68,71 13 113,68,84
6615,111 64 113,62,103 64 113,62,54
6616,3 76 113,79,96 26 113,79,9
6617,31 17 113,48,49 49 113,48,98
6618,14 70 113,84,57 73 113,84,17
6619,95 52 113,34,53 2 113,34,55
6620,0 10 113,10,60 33 113,10,93
6621,8 47 113,55,63 94 113,55,44
6622,27 83 113,110,7 82 113,110,89
6623,93 112 113,92,86 111 113,92,84
6624,83 91 113,61,58 10 113,61,68
6625,34 36 113,70,70 58 113,70,15
6626,12 83 113,95,60 86 113,95,33
6627,46 110 113,43,75 44 113,43,6
6628,11 3 113,14,65 19 113,14,84
6629,93 0 113,93,101 37 113,93,25
6630,40 23 113,63,17 65 113,63,82
6631,30 14 113,44,109 20 113,44,16
6632,69 83 113,39,63 24 113,39,87
6633,54 27 113,81,17 64 113,81,81
6634,6 108 113,1,87 32 113,1,6
6635,45 41 113,86,0 111 113,86,111
6636,76 78 113,41,70 80 113,41,37
6637,40 72 113,112,101 51 113,112,39
6638,86 83 113,56,99 35 113,56,21
6639,35 99 113,21,75 40 113,21,2
6640,0 12 113,12,92 104 113,12,83
6641,55 74 113,16,52 53 113,16,105
6642,20 76 113,96,65 92 113,96,44
6643,22 83 113,105,109 52 113,105,48
6644,91 22 113,0,3 17 113,0,20
6645,34 98 113,19,99 94 113,19,80
6646,100 30 113,17,49 39 113,17,88
6647,35 49 113,84,10 11 113,84,21
6648,71 103 113,61,40 73 113,61,0
6649,100 42 113,29,108 13 113,29,8
6650,78 106 113,71,32 48 113,71,80
6651,99 13 113,112,23 82 113,112,105
6652,51 69 113,7,75 98 113,7,60
6653,100 45 113,32,4 111 113,32,2
6654,48 35 113,83,65 76 113,83,28
6655,17 56 113,73,43 23 113,73,66
6656,51 25 113,76,1 85 113,76,86
6657,109 102 113,98,81 102 113,98,70
6658,24 102 113,13,29 79 113,13,108
6659,84 105 113,76,45 107 113,76,39
6660,43 98 113,28,69 3 113,28,72
6661,28 77 113,105,11 97 113,105,108
6662,18 97 113,2,62 74 113,2,23
6663,17 45 113,62,82 71 113,62,40
6664,103 42 113,32,17 38 113,32,55
6665,89 11 113,100,104 77 113,100,68
6666,74 110 113,71,82 39 113,71,8
6667,44 9 113,53,61 22 113,53,83
6668,61 102 113,50,77 65 113,50,29
6669,12 11 113,23,22 103 113,23,12
6670,59 96 113,42,48 18 113,42,66
6671,34 79 113,0,99 50 113,0,36
6672,102 64 113,53,107 108 113,53,102
6673,76 71 113,34,88 51 113,34,26
6674,32 95 113,14,51 88 113,14,26
6675,8 10 113,18,3 66 113,18,69
6676,78 45 113,10,32 84 113,10,3
6677,16 66 113,82,86 102 113,82,75
6678,89 95 113,71,35 8 113,71,43
6679,73 36 113,109,14 51 113,109,65
6680,65 65 113,17,1 10 113,17,11
6681,26 23 113,49,106 98 113,49,91
6682,1 107 113,108,27 28 113,108,55
6683,66 1 113,67,38 58 113,67,96
6684,61 56 113,4,8 78 113,4,86
6685,57 23 113,80,32 50 113,80,82
6686,105 48 113,40,78 60 113,40,25
6687,112 48 113,47,75 104 113,47,66
6688,71 96 113,54,34 85 113,54,6
6689,16 68 113,84,110 16 113,84,13
6690,46 18 113,64,66 65 113,64,18
6691,26 77 113,103,90 58 113,103,35
6692,59 44 113,103,35 17 113,103,52
6693,30 111 113,28,96 35 113,28,18
6694,33 13 113,46,31 14 113,46,45
6695,89 71 113,47,60 82 113,47,29
6696,53 105 113,45,54 14 113,45,68
6697,82 85 113,54,106 35 113,54,28
6698,46 64 113,110,70 97 113,110,54
6699,1 32 113,33,44 37 113,33,81
6700,47 100 113,34,40 103 113,34,30
6701,51 99 113,37,57 41 113,37,98
6702,31 76 113,107,109 30 113,107,26
6703,86 92 113,65,64 55 113,65,6
6704,103 93 113,83,5 13 113,83,18
6705,36 43 113,79,87 16 113,79,103
6706,29 15 113,44,96 83 113,44,66
6707,21 57 113,78,13 31 113,78,44
6708,58 34 113,92,104 42 113,92,33
6709,106 33 113,26,68 38 113,26,106
6710,77 22 113,99,101 97 113,99,85
6711,16 103 113,6,70 17 113,6,87
6712,33 31 113,64,74 103 113,64,64
6713,61 4 113,65,67 84 113,65,38
6714,38 107 113,32,24 95 113,32,6
6715,66 10 113,76,56 14 113,76,70
6716,57 58 113,2,65 32 113,2,97
6717,89 73 113,49,12 57 113,49,69
6718,88 84 113,59,10 64 113,59,74
6719,2 56 113,58,88 68 113,58,43
6720,22 49 113,71,71 98 113,71,56
6721,32 70 113,102,64 89 113,102,40
6722,109 94 113,90,38 89 113,90,14
6723,85 62 113,34,94 94 113,34,75
6724,89 67 113,43,11 33 113,43,44
6725,38 106 113,31,51 52 113,31,103
6726,21 19 113,40,96 88 113,40,71
6727,94 106 113,87,5 75 113,87,80
6728,86 27 113,0,6 35 113,0,41
6729,72 92 113,51,13 56 113,51,69
6730,90 112 113,89,64 21 113,89,85
6731,68 54 113,9,22 27 113,9,49
6732,88 3 113,91,29 30 113,91,59
6733,67 27 113,94,38 110 113,94,35
6734,43 90 113,20,18 110 113,20,15
6735,100 29 113,16,3 90 113,16,93
6736,110 64 113,61,109 13 113,61,9
6737,6 13 113,19,89 89 113,19,65
6738,0 26 113,26,104 62 113,26,53
6739,7 87 113,94,22 78 113,94,100
6740,39 42 113,81,30 37 113,81,67
6741,104 11 113,2,54 58 113,2,112
6742,68 51 113,6,72 38 113,6,110
6743,60 62 113,9,8 56 113,9,64
6744,85 28 113,0,112 93 113,0,92
6745,76 82 113,45,45 13 113,45,58
6746,100 87 113,74,43 85 113,74,15
6747,17 42 113,59,78 38 113,59,3
6748,52 64 113,3,24 18 113,3,42
6749,84 7 113,91,106 77 113,91,70
6750,59 84 113,30,59 75 113,30,21
6751,4 0 113,4,91 41 113,4,19
6752,35 57 113,92,59 91 113,92,37
6753,61 13 113,74,18 82 113,74,100
6754,59 30 113,89,19 70 113,89,89
6755,102 14 113,3,33 55 113,3,88
6756,2 86 113,88,25 69 113,88,94
6757,92 56 113,35,28 80 113,35,108
6758,37 107 113,31,1 17 113,31,18
6759,110 97 113,94,80 97 113,94,64
6760,95 67 113,49,76 64 113,49,27
6761,17 5 113,22,44 66 113,22,110
6762,17 92 113,109,67 31 113,109,98
6763,66 92 113,45,2 48 113,45,50
6764,91 29 113,7,111 77 113,7,75
6765,44 61 113,105,99 47 113,105,33
6766,2 102 113,104,27 52 113,104,79
6767,10 111 113,8,9 14 113,8,23
6768,31 10 113,41,29 2 113,41,31
6769,55 52 113,107,36 48 113,107,84
6770,27 11 113,38,7 35 113,38,42
6771,39 3 113,42,85 67 113,42,39
6772,50 108 113,45,77 80 113,45,44
6773,42 2 113,44,39 64 113,44,103
6774,24 73 113,97,26 86 113,97,112
6775,55 11 113,66,77 0 113,66,77
6776,41 72 113,0,91 40 113,0,18
6777,34 72 113,106,69 38 113,106,107
6778,58 8 113,66,51 107 113,66,45
6779,62 83 113,32,96 25 113,32,8
6780,48 105 113,40,95 77 113,40,59
6781,110 52 113,49,11 5 113,49,16
6782,54 107 113,48,81 64 113,48,32
6783,8 12 113,20,56 65 113,20,8
6784,38 7 113,45,84 22 113,45,106
6785,12 90 113,102,97 18 113,102,2
6786,61 93 113,41,53 39 113,41,92
6787,23 84 113,107,99 15 113,107,1
6788,99 91 113,77,71 48 113,77,6
6789,94 107 113,88,45 96 113,88,28
6790,101 32 113,20,58 73 113,20,18
6791,45 61 113,106,49 109 113,106,45
6792,7 112 113,6,98 11 113,6,109
6793,106 51 113,44,46 23 113,44,69
6794,29 52 113,81,84 97 113,81,68
6795,88 91 113,66,41 72 113,66,0
6796,13 106 113,6,102 62 113,6,51
6797,36 2 113,38,24 40 113,38,64
6798,24 83 113,107,65 101 113,107,53
6799,43 80 113,10,26 99 113,10,12
6800,88 70 113,45,34 35 113,45,69
6801,67 85 113,39,13 64 113,39,77
6802,17 24 113,41,69 30 113,41,99
6803,76 97 113,60,58 68 113,60,13
6804,14 12 113,26,36 3 113,26,39
6805,13 65 113,78,51 22 113,78,73
6806,110 36 113,33,85 109 113,33,81
6807,49 16 113,65,81 105 113,65,73
6808,72 66 113,25,7 32 113,25,39
6809,95 64 113,46,35 2 113,46,37
6810,64 98 113,49,16 96 113,49,112
6811,64 76 113,27,35 88 113,27,10
6812,7 44 113,51,64 62 113,51,13
6813,108 103 113,98,92 28 113,98,7
6814,21 110 113,18,91 74 113,18,52
6815,12 111 113,10,78 39 113,10,4
6816,66 80 113,33,5 22 113,33,27
6817,72 3 113,75,37 88 113,75,12
6818,37 52 113,89,88 34 113,89,9
6819,75 16 113,91,84 36 113,91,7
6820,9 3 113,12,91 80 113,12,58
6821,25 11 113,36,1 26 113,36,27
6822,55 80 113,22,111 45 113,22,43
6823,14 0 113,14,47 25 113,14,72
6824,60 15 113,75,102 99 113,75,88
6825,87 65 113,39,69 50 113,39,6
6826,49 61 113,110,6 50 113,110,56
6827,22 103 113,12,69 24 113,12,93
6828,2 80 113,82,65 56 113,82,8
6829,22 11 113,33,43 92 113,33,22
6830,43 67 113,110,69 101 113,110,57
6831,24 78 113,102,71 79 113,102,37
6832,35 35 113,70,19 91 113,70,110
6833,34 26 113,60,79 7 113,60,86
6834,10 78 113,88,18 34 113,88,52
6835,107 105 113,99,38 36 113,99,74
6836,47 24 113,71,79 1 113,71,80
6837,83 16 113,99,91 1 113,99,92
6838,25 25 113,50,82 65 113,50,34
6839,105 77 113,69,58 61 113,69,6
6840,41 94 113,22,2 104 113,22,106
6841,67 42 113,109,30 101 113,109,18
6842,104 64 113,55,42 16 113,55,58
6843,49 97 113,33,56 82 113,33,25
6844,58 106 113,51,30 81 113,51,111
6845,108 96 113,91,31 38 113,91,69
6846,105 49 113,41,75 33 113,41,108
6847,53 5 113,58,13 7 113,58,20
6848,104 1 113,105,13 84 113,105,97
6849,31 25 113,56,41 13 113,56,54
6850,21 88 113,109,12 109 113,109,8
6851,13 62 113,75,44 40 113,75,84
6852,86 0 113,86,52 14 113,86,66
6853,6 99 113,105,47 46 113,105,93
6854,56 38 113,94,110 54 113,94,51
6855,85 30 113,2,84 13 113,2,97
6856,83 42 113,12,85 0 113,12,85
6857,65 54 113,6,112 18 113,6,17
6858,59 25 113,84,61 72 113,84,20
6859,28 59 113,87,29 95 113,87,11
6860,107 102 113,96,26 100 113,96,13
6861,109 33 113,29,68 89 113,29,44
6862,75 31 113,106,19 16 113,106,35
6863,54 56 113,110,46 25 113,110,71
6864,20 109 113,16,35 56 113,16,91
6865,104 91 113,82,17 50 113,82,67
6866,37 28 113,65,39 99 113,65,25
6867,31 38 113,69,59 58 113,69,4
6868,106 110 113,103,52 89 113,103,28
6869,70 83 113,40,100 74 113,40,61
6870,80 100 113,67,66 39 113,67,105
6871,29 26 113,55,19 38 113,55,57
6872,46 23 113,69,55 62 113,69,4
6873,96 102 113,85,38 2 113,85,40
6874,42 59 113,101,101 53 113,101,41
6875,44 56 113,100,50 60 113,100,110
6876,75 108 113,70,92 108 113,70,87
6877,31 94 113,12,33 56 113,12,89
6878,3 48 113,51,6 43 113,51,49
6879,62 17 113,79,39 76 113,79,2
6880,33 62 113,95,63 30 113,95,93
6881,57 51 113,108,108 84 113,108,79
6882,12 22 113,34,61 15 113,34,76
6883,38 12 113,50,95 27 113,50,9
6884,68 67 113,22,36 6 113,22,42
6885,28 94 113,9,109 48 113,9,44
6886,73 15 113,88,49 62 113,88,111
6887,96 110 113,93,89 88 113,93,64
6888,97 24 113,8,40 25 113,8,65
6889,77 95 113,59,86 68 113,59,41
6890,2 23 113,25,41 28 113,25,69
6891,17 11 113,28,103 32 113,28,22
6892,3 106 113,109,80 40 113,109,7
6893,99 27 113,13,96 106 113,13,89
6894,2 53 113,55,18 91 113,55,109
6895,80 33 113,0,73 90 113,0,50
6896,87 49 113,23,3 14 113,23,17
6897,87 22 113,109,88 85 113,109,60
6898,5 89 113,94,80 6 113,94,86
6899,90 25 113,2,7 66 113,2,73
6900,21 29 113,50,93 47 113,50,27
6901,79 28 113,107,68 1 113,107,69
6902,43 9 113,52,72 4 113,52,76
6903,18 105 113,10,55 30 113,10,85
6904,19 89 113,108,76 79 113,108,42
6905,21 6 113,27,42 96 113,27,25
6906,73 33 113,106,21 106 113,106,14
6907,37 68 113,105,8 26 113,105,34
6908,18 69 113,87,60 14 113,87,74
6909,75 80 113,42,24 52 113,42,76
6910,11 14 113,25,72 87 113,25,46
6911,12 87 113,99,45 80 113,99,12
6912,25 44 113,69,109 78 113,69,74
6913,105 79 113,71,92 69 113,71,48
6914,21 58 113,79,15 5 113,79,20
6915,4 89 113,93,69 89 113,93,45
6916,6 86 113,92,33 39 113,92,72
6917,30 10 113,40,9 86 113,40,95
6918,101 90 113,78,36 65 113,78,101
6919,70 65 113,22,53 105 113,22,45
6920,36 22 113,58,23 91 113,58,1
6921,23 14 113,37,94 6 113,37,100
6922,94 97 113,78,28 22 113,78,50
6923,110 69 113,66,107 40 113,66,34
6924,100 43 113,30,69 56 113,30,12
6925,26 88 113,1,2 14 113,1,16
6926,88 82 113,57,54 42 113,57,96
6927,58 40 113,98,23 19 113,98,42
6928,81 92 113,60,12 66 113,60,78
6929,103 88 113,78,104 13 113,78,4
6930,33 20 113,53,71 112 113,53,70
6931,11 104 113,2,97 97 113,2,81
6932,91 9 113,100,30 94 113,100,11
6933,64 58 113,9,44 41 113,9,85
6934,30 48 113,78,73 44 113,78,4
6935,85 52 113,24,23 26 113,24,49
6936,96 27 113,10,59 0 113,10,59
6937,99 15 113,1,10 73 113,1,83
6938,81 19 113,100,33 109 113,100,29
6939,46 100 113,33,86 11 113,33,97
6940,48 32 113,80,111 96 113,80,94
6941,104 20 113,11,32 16 113,11,48
6942,88 76 113,51,19 52 113,51,71
6943,54 36 113,90,88 54 113,90,29
6944,21 32 113,53,13 87 113,53,100
6945,41 99 113,27,69 79 113,27,35
6946,72 69 113,28,49 71 113,28,7
6947,30 26 113,56,36 86 113,56,9
6948,60 65 113,12,32 101 113,12,20
6949,17 27 113,44,56 41 113,44,97
6950,68 44 113,112,68 91 113,112,46
6951,37 109 113,33,28 56 113,33,84
6952,89 93 113,69,109 46 113,69,42
6953,76 47 113,10,103 52 113,10,42
6954,40 94 113,21,92 14 113,21,106
6955,27 71 113,98,27 109 113,98,23
6956,96 9 113,105,39 82 113,105,8
6957,28 91 113,6,65 106 113,6,58
6958,111 44 113,42,45 108 113,42,40
6959,107 33 113,27,50 78 113,27,15
6960,106 31 113,24,11 110 113,24,8
6961,85 109 113,81,102 51 113,81,40
6962,36 67 113,103,53 106 113,103,46
6963,16 62 113,78,28 15 113,78,43
6964,89 91 113,67,44 23 113,67,67
6965,47 20 113,67,10 56 113,67,66
6966,79 20 113,99,29 36 113,99,65
6967,10 54 113,64,106 52 113,64,45
6968,27 101 113,15,76 81 113,15,44
6969,101 89 113,77,112 55 113,77,54
6970,75 78 113,40,7 98 113,40,105
6971,104 7 113,111,17 27 113,111,44
6972,59 111 113,57,24 44 113,57,68
6973,83 98 113,68,68 57 113,68,12
6974,105 112 113,104,105 110 113,104,102
6975,55 87 113,29,29 70 113,29,99
6976,72 24 113,96,52 94 113,96,33
6977,86 11 113,97,36 41 113,97,77
6978,71 78 113,36,83 57 113,36,27
6979,100 97 113,84,2 58 113,84,60
6980,34 33 113,67,39 51 113,67,90
6981,76 55 113,18,52 36 113,18,88
6982,15 34 113,49,10 112 113,49,9
6983,13 38 113,51,99 85 113,51,71
6984,85 13 113,98,59 99 113,98,45
6985,67 80 113,34,30 13 113,34,43
6986,111 40 113,38,109 61 113,38,57
6987,101 14 113,2,69 60 113,2,16
6988,47 54 113,101,29 9 113,101,38
6989,35 87 113,9,81 50 113,9,18
6990,64 6 113,70,68 44 113,70,112
6991,13 76 113,89,110 75 113,89,72
6992,71 32 113,103,105 51 113,103,43
6993,45 101 113,33,15 0 113,33,15
6994,55 35 113,90,92 0 113,90,92
6995,30 69 113,99,30 55 113,99,85
6996,57 40 113,97,2 8 113,97,10
6997,8 41 113,49,101 54 113,49,42
6998,93 14 113,107,100 93 113,107,80
6999,35 74 113,109,77 110 113,109,74
7000,3 2 113,5,27 90 113,5,4
7001,4 29 113,33,26 14 113,33,40
7002,29 112 113,28,55 36 113,28,91
