,data,labels,counterfactual_data,var_0,counter_var_0,var_1,counter_var_1,aux_0,counter_aux_0,CF_Label_0,CF_FN_0,CF_Label_1,CF_FN_1
3542,76 33 113,46,38 10 113,13,88,33,10,72,100,8,counter_var_0 var_1 +,0,var_0 counter_aux_0 +
3543,86 37 113,88,91 110 113,51,32,37,110,13,9,69,counter_var_0 var_1 +,60,var_0 counter_aux_0 +
3544,16 9 113,39,87 30 113,30,111,9,30,81,109,7,counter_var_0 var_1 +,26,var_0 counter_aux_0 +
3545,58 53 113,27,108 43 113,87,25,53,43,97,41,78,counter_var_0 var_1 +,15,var_0 counter_aux_0 +
3546,109 93 113,109,86 98 113,16,51,93,98,61,112,31,counter_var_0 var_1 +,15,var_0 counter_aux_0 +
3547,38 91 113,66,44 28 113,88,15,91,28,32,106,106,counter_var_0 var_1 +,81,var_0 counter_aux_0 +
3548,25 71 113,18,67 30 113,60,82,71,30,69,109,40,counter_var_0 var_1 +,56,var_0 counter_aux_0 +
3549,34 22 113,48,10 41 113,26,100,22,41,32,99,9,counter_var_0 var_1 +,12,var_0 counter_aux_0 +
3550,96 89 113,39,3 57 113,63,9,89,57,11,85,98,counter_var_0 var_1 +,35,var_0 counter_aux_0 +
3551,65 90 113,21,112 80 113,44,1,90,80,77,72,91,counter_var_0 var_1 +,3,var_0 counter_aux_0 +
3552,57 69 113,41,74 16 113,85,52,69,16,15,30,8,counter_var_0 var_1 +,2,var_0 counter_aux_0 +
3553,27 96 113,34,9 40 113,51,81,96,40,63,18,64,counter_var_0 var_1 +,69,var_0 counter_aux_0 +
3554,79 26 113,52,80 8 113,26,72,26,8,111,64,98,counter_var_0 var_1 +,90,var_0 counter_aux_0 +
3555,70 106 113,34,80 56 113,41,72,106,56,49,85,65,counter_var_0 var_1 +,13,var_0 counter_aux_0 +
3556,66 75 113,24,10 16 113,62,100,75,16,88,30,62,counter_var_0 var_1 +,92,var_0 counter_aux_0 +
3557,36 95 113,35,3 42 113,53,9,95,42,98,69,104,counter_var_0 var_1 +,9,var_0 counter_aux_0 +
3558,70 16 113,57,2 29 113,41,4,16,29,30,50,20,counter_var_0 var_1 +,91,var_0 counter_aux_0 +
3559,83 14 113,10,59 45 113,109,91,14,45,83,104,105,counter_var_0 var_1 +,100,var_0 counter_aux_0 +
3560,66 48 113,110,69 93 113,62,15,48,93,44,61,63,counter_var_0 var_1 +,10,var_0 counter_aux_0 +
3561,86 98 113,36,27 101 113,51,51,98,101,112,31,36,counter_var_0 var_1 +,82,var_0 counter_aux_0 +
3562,53 96 113,80,4 67 113,97,16,96,67,63,82,112,counter_var_0 var_1 +,66,var_0 counter_aux_0 +
3563,35 85 113,67,63 9 113,95,14,85,9,106,81,99,counter_var_0 var_1 +,63,var_0 counter_aux_0 +
3564,89 86 113,97,71 66 113,11,69,86,66,51,62,42,counter_var_0 var_1 +,73,var_0 counter_aux_0 +
3565,49 24 113,52,45 61 113,28,104,24,61,11,105,15,counter_var_0 var_1 +,20,var_0 counter_aux_0 +
3566,99 110 113,80,111 19 113,83,4,110,19,9,22,1,counter_var_0 var_1 +,105,var_0 counter_aux_0 +
3567,98 49 113,48,83 56 113,112,109,49,56,28,85,45,counter_var_0 var_1 +,84,var_0 counter_aux_0 +
3568,79 60 113,86,95 25 113,26,98,60,25,97,60,45,counter_var_0 var_1 +,86,var_0 counter_aux_0 +
3569,31 47 113,104,112 87 113,57,1,47,87,62,111,48,counter_var_0 var_1 +,55,var_0 counter_aux_0 +
3570,90 57 113,21,23 1 113,77,77,57,1,85,1,21,counter_var_0 var_1 +,78,var_0 counter_aux_0 +
3571,106 14 113,63,33 78 113,49,72,14,78,83,95,86,counter_var_0 var_1 +,31,var_0 counter_aux_0 +
3572,77 62 113,2,104 11 113,53,81,62,11,2,8,30,counter_var_0 var_1 +,61,var_0 counter_aux_0 +
3573,77 71 113,11,94 7 113,53,22,71,7,69,49,93,counter_var_0 var_1 +,102,var_0 counter_aux_0 +
3574,72 102 113,88,72 2 113,99,99,102,2,8,4,88,counter_var_0 var_1 +,103,var_0 counter_aux_0 +
3575,51 49 113,51,29 77 113,2,50,49,77,28,53,99,counter_var_0 var_1 +,55,var_0 counter_aux_0 +
3576,75 0 113,88,81 10 113,88,7,0,10,0,100,7,counter_var_0 var_1 +,75,var_0 counter_aux_0 +
3577,77 72 113,12,12 14 113,53,31,72,14,99,83,103,counter_var_0 var_1 +,23,var_0 counter_aux_0 +
3578,98 21 113,20,23 84 113,112,77,21,84,102,50,98,counter_var_0 var_1 +,49,var_0 counter_aux_0 +
3579,15 104 113,103,10 88 113,112,100,104,88,81,60,91,counter_var_0 var_1 +,59,var_0 counter_aux_0 +
3580,12 80 113,111,60 107 113,31,97,80,107,72,36,64,counter_var_0 var_1 +,67,var_0 counter_aux_0 +
3581,60 49 113,33,55 24 113,97,87,49,24,28,11,23,counter_var_0 var_1 +,108,var_0 counter_aux_0 +
3582,60 100 113,84,23 101 113,97,77,100,101,56,31,64,counter_var_0 var_1 +,15,var_0 counter_aux_0 +
3583,82 69 113,13,47 23 113,57,62,69,23,15,77,18,counter_var_0 var_1 +,21,var_0 counter_aux_0 +
3584,22 24 113,56,22 86 113,32,32,24,86,11,51,56,counter_var_0 var_1 +,83,var_0 counter_aux_0 +
3585,60 78 113,62,65 7 113,97,44,78,7,95,49,9,counter_var_0 var_1 +,33,var_0 counter_aux_0 +
3586,85 75 113,68,90 1 113,106,77,75,1,88,1,39,counter_var_0 var_1 +,107,var_0 counter_aux_0 +
3587,28 78 113,71,106 32 113,106,49,78,32,95,7,14,counter_var_0 var_1 +,0,var_0 counter_aux_0 +
3588,37 102 113,2,25 45 113,13,60,102,45,8,104,49,counter_var_0 var_1 +,4,var_0 counter_aux_0 +
3589,33 52 113,11,23 99 113,72,77,52,99,105,83,16,counter_var_0 var_1 +,42,var_0 counter_aux_0 +
3590,26 42 113,40,85 104 113,111,106,42,104,69,81,35,counter_var_0 var_1 +,79,var_0 counter_aux_0 +
3591,93 15 113,76,57 86 113,61,85,15,86,112,51,100,counter_var_0 var_1 +,112,var_0 counter_aux_0 +
3592,75 101 113,76,22 106 113,88,32,101,106,31,49,20,counter_var_0 var_1 +,24,var_0 counter_aux_0 +
3593,74 49 113,101,53 84 113,52,97,49,84,28,50,33,counter_var_0 var_1 +,102,var_0 counter_aux_0 +
3594,95 55 113,40,23 76 113,98,77,55,76,87,13,19,counter_var_0 var_1 +,111,var_0 counter_aux_0 +
3595,0 8 113,8,46 78 113,0,82,8,78,64,95,90,counter_var_0 var_1 +,95,var_0 counter_aux_0 +
3596,78 43 113,25,36 61 113,95,53,43,61,41,105,96,counter_var_0 var_1 +,87,var_0 counter_aux_0 +
3597,98 5 113,4,33 8 113,112,72,5,8,25,64,77,counter_var_0 var_1 +,63,var_0 counter_aux_0 +
3598,63 93 113,107,31 65 113,14,57,93,65,61,44,37,counter_var_0 var_1 +,58,var_0 counter_aux_0 +
3599,10 24 113,11,76 91 113,100,13,24,91,11,32,37,counter_var_0 var_1 +,19,var_0 counter_aux_0 +
3600,44 105 113,7,73 109 113,15,18,105,109,64,16,10,counter_var_0 var_1 +,31,var_0 counter_aux_0 +
3601,85 88 113,81,63 58 113,106,14,88,58,60,87,102,counter_var_0 var_1 +,80,var_0 counter_aux_0 +
3602,94 99 113,8,31 0 113,22,57,99,0,83,0,43,counter_var_0 var_1 +,22,var_0 counter_aux_0 +
3603,29 90 113,27,90 53 113,50,77,90,53,77,97,54,counter_var_0 var_1 +,34,var_0 counter_aux_0 +
3604,27 76 113,14,13 73 113,51,56,76,73,13,18,19,counter_var_0 var_1 +,69,var_0 counter_aux_0 +
3605,31 29 113,86,69 108 113,57,15,29,108,50,25,44,counter_var_0 var_1 +,82,var_0 counter_aux_0 +
3606,70 77 113,5,42 97 113,41,69,77,97,53,30,33,counter_var_0 var_1 +,71,var_0 counter_aux_0 +
3607,96 25 113,88,17 18 113,63,63,25,18,60,98,88,counter_var_0 var_1 +,48,var_0 counter_aux_0 +
3608,93 97 113,45,70 108 113,61,41,97,108,30,25,25,counter_var_0 var_1 +,86,var_0 counter_aux_0 +
3609,59 81 113,59,20 94 113,91,61,81,94,7,22,29,counter_var_0 var_1 +,0,var_0 counter_aux_0 +
3610,102 61 113,69,82 30 113,8,57,61,30,105,109,5,counter_var_0 var_1 +,4,var_0 counter_aux_0 +
3611,52 21 113,13,62 38 113,105,2,21,38,102,88,23,counter_var_0 var_1 +,80,var_0 counter_aux_0 +
3612,56 99 113,71,6 110 113,85,36,99,110,83,9,22,counter_var_0 var_1 +,94,var_0 counter_aux_0 +
3613,84 59 113,109,78 12 113,50,95,59,12,91,31,41,counter_var_0 var_1 +,81,var_0 counter_aux_0 +
3614,96 34 113,97,104 32 113,63,81,34,32,26,7,2,counter_var_0 var_1 +,70,var_0 counter_aux_0 +
3615,74 12 113,64,74 86 113,52,52,12,86,31,51,64,counter_var_0 var_1 +,103,var_0 counter_aux_0 +
3616,4 6 113,22,44 31 113,16,15,6,31,36,57,21,counter_var_0 var_1 +,73,var_0 counter_aux_0 +
3617,69 29 113,44,9 16 113,15,81,29,16,50,30,110,counter_var_0 var_1 +,45,var_0 counter_aux_0 +
3618,41 32 113,18,102 19 113,99,8,32,19,7,22,40,counter_var_0 var_1 +,8,var_0 counter_aux_0 +
3619,99 99 113,69,24 90 113,83,11,99,90,83,77,110,counter_var_0 var_1 +,47,var_0 counter_aux_0 +
3620,52 101 113,93,101 104 113,105,31,101,104,31,81,19,counter_var_0 var_1 +,73,var_0 counter_aux_0 +
3621,47 59 113,8,8 104 113,62,64,59,104,91,81,10,counter_var_0 var_1 +,30,var_0 counter_aux_0 +
3622,72 93 113,79,100 91 113,99,56,93,91,61,32,36,counter_var_0 var_1 +,18,var_0 counter_aux_0 +
3623,41 88 113,74,36 54 113,99,53,88,54,60,91,28,counter_var_0 var_1 +,77,var_0 counter_aux_0 +
3624,76 23 113,36,80 48 113,13,72,23,48,77,44,95,counter_var_0 var_1 +,57,var_0 counter_aux_0 +
3625,7 25 113,74,33 37 113,49,72,25,37,60,13,97,counter_var_0 var_1 +,62,var_0 counter_aux_0 +
3626,38 20 113,108,108 1 113,88,25,20,1,61,1,45,counter_var_0 var_1 +,89,var_0 counter_aux_0 +
3627,42 87 113,43,47 98 113,69,62,87,98,111,112,36,counter_var_0 var_1 +,68,var_0 counter_aux_0 +
3628,102 29 113,37,24 45 113,8,11,29,45,50,104,40,counter_var_0 var_1 +,112,var_0 counter_aux_0 +
3629,16 41 113,71,12 8 113,30,31,41,8,99,64,72,counter_var_0 var_1 +,94,var_0 counter_aux_0 +
3630,1 87 113,88,53 7 113,1,97,87,7,111,49,71,counter_var_0 var_1 +,50,var_0 counter_aux_0 +
3631,93 77 113,25,75 70 113,61,88,77,70,53,41,52,counter_var_0 var_1 +,102,var_0 counter_aux_0 +
3632,8 17 113,81,28 31 113,64,106,17,31,63,57,10,counter_var_0 var_1 +,8,var_0 counter_aux_0 +
3633,82 10 113,67,74 106 113,57,52,10,106,100,49,62,counter_var_0 var_1 +,106,var_0 counter_aux_0 +
3634,111 72 113,76,66 68 113,4,62,72,68,99,104,21,counter_var_0 var_1 +,108,var_0 counter_aux_0 +
3635,18 43 113,28,12 100 113,98,31,43,100,41,56,74,counter_var_0 var_1 +,41,var_0 counter_aux_0 +
3636,67 19 113,101,39 102 113,82,52,19,102,22,8,71,counter_var_0 var_1 +,90,var_0 counter_aux_0 +
3637,33 15 113,87,26 53 113,72,111,15,53,112,97,13,counter_var_0 var_1 +,56,var_0 counter_aux_0 +
3638,96 2 113,65,91 11 113,63,32,2,11,4,8,34,counter_var_0 var_1 +,71,var_0 counter_aux_0 +
3639,110 58 113,67,46 75 113,9,82,58,75,87,88,27,counter_var_0 var_1 +,97,var_0 counter_aux_0 +
3640,19 56 113,78,28 65 113,22,106,56,65,85,44,49,counter_var_0 var_1 +,66,var_0 counter_aux_0 +
3641,13 108 113,51,78 19 113,56,95,108,19,25,22,90,counter_var_0 var_1 +,78,var_0 counter_aux_0 +
3642,54 68 113,46,43 81 113,91,41,68,81,104,7,109,counter_var_0 var_1 +,98,var_0 counter_aux_0 +
3643,62 3 113,5,31 34 113,2,57,3,34,9,26,60,counter_var_0 var_1 +,28,var_0 counter_aux_0 +
3644,90 90 113,54,45 105 113,77,104,90,105,77,64,81,counter_var_0 var_1 +,28,var_0 counter_aux_0 +
3645,7 65 113,1,88 9 113,49,60,65,9,44,81,12,counter_var_0 var_1 +,17,var_0 counter_aux_0 +
3646,100 20 113,76,3 107 113,56,9,20,107,61,36,29,counter_var_0 var_1 +,92,var_0 counter_aux_0 +
3647,17 94 113,44,85 7 113,63,106,94,7,22,49,87,counter_var_0 var_1 +,112,var_0 counter_aux_0 +
3648,9 22 113,103,68 26 113,81,104,22,26,32,111,13,counter_var_0 var_1 +,79,var_0 counter_aux_0 +
3649,46 58 113,27,95 26 113,82,98,58,26,87,111,43,counter_var_0 var_1 +,80,var_0 counter_aux_0 +
3650,73 27 113,45,93 64 113,18,61,27,64,51,28,88,counter_var_0 var_1 +,46,var_0 counter_aux_0 +
3651,51 77 113,79,55 88 113,2,87,77,88,53,60,51,counter_var_0 var_1 +,62,var_0 counter_aux_0 +
3652,24 23 113,34,54 94 113,11,91,23,94,77,22,1,counter_var_0 var_1 +,33,var_0 counter_aux_0 +
3653,40 66 113,84,45 94 113,18,104,66,94,62,22,57,counter_var_0 var_1 +,40,var_0 counter_aux_0 +
3654,46 43 113,12,99 49 113,82,83,43,49,41,28,13,counter_var_0 var_1 +,110,var_0 counter_aux_0 +
3655,104 24 113,105,19 32 113,81,22,24,32,11,7,46,counter_var_0 var_1 +,88,var_0 counter_aux_0 +
3656,24 18 113,29,81 14 113,11,7,18,14,98,83,25,counter_var_0 var_1 +,94,var_0 counter_aux_0 +
3657,5 4 113,29,20 16 113,25,61,4,16,16,30,65,counter_var_0 var_1 +,55,var_0 counter_aux_0 +
3658,23 80 113,44,33 53 113,77,72,80,53,72,97,39,counter_var_0 var_1 +,61,var_0 counter_aux_0 +
3659,96 61 113,11,57 40 113,63,85,61,40,105,18,33,counter_var_0 var_1 +,81,var_0 counter_aux_0 +
3660,83 110 113,106,26 7 113,109,111,110,7,9,49,108,counter_var_0 var_1 +,45,var_0 counter_aux_0 +
3661,106 67 113,3,46 27 113,49,82,67,27,82,51,36,counter_var_0 var_1 +,100,var_0 counter_aux_0 +
3662,103 52 113,39,79 84 113,100,26,52,84,105,50,78,counter_var_0 var_1 +,37,var_0 counter_aux_0 +
3663,64 106 113,21,83 49 113,28,109,106,49,49,28,102,counter_var_0 var_1 +,56,var_0 counter_aux_0 +
3664,71 71 113,27,52 110 113,69,105,71,110,69,9,63,counter_var_0 var_1 +,78,var_0 counter_aux_0 +
3665,101 85 113,3,81 53 113,31,7,85,53,106,97,92,counter_var_0 var_1 +,15,var_0 counter_aux_0 +
3666,71 14 113,83,88 52 113,69,60,14,52,83,105,74,counter_var_0 var_1 +,61,var_0 counter_aux_0 +
3667,85 23 113,16,42 3 113,106,69,23,3,77,9,92,counter_var_0 var_1 +,2,var_0 counter_aux_0 +
3668,41 57 113,43,94 65 113,99,22,57,65,85,44,79,counter_var_0 var_1 +,30,var_0 counter_aux_0 +
3669,22 17 113,49,72 56 113,32,99,17,56,63,85,3,counter_var_0 var_1 +,4,var_0 counter_aux_0 +
3670,41 4 113,103,78 30 113,99,95,4,30,16,109,99,counter_var_0 var_1 +,95,var_0 counter_aux_0 +
3671,32 42 113,49,67 20 113,7,82,42,20,69,61,11,counter_var_0 var_1 +,68,var_0 counter_aux_0 +
3672,66 71 113,20,103 48 113,62,100,71,48,69,44,58,counter_var_0 var_1 +,106,var_0 counter_aux_0 +
3673,82 56 113,0,96 1 113,57,63,56,1,85,1,6,counter_var_0 var_1 +,58,var_0 counter_aux_0 +
3674,97 16 113,46,26 22 113,30,111,16,22,30,32,14,counter_var_0 var_1 +,62,var_0 counter_aux_0 +
3675,56 37 113,9,72 44 113,85,99,37,44,13,15,23,counter_var_0 var_1 +,100,var_0 counter_aux_0 +
3676,50 46 113,60,37 74 113,14,13,46,74,82,52,59,counter_var_0 var_1 +,66,var_0 counter_aux_0 +
3677,37 81 113,94,10 81 113,13,100,81,81,7,7,68,counter_var_0 var_1 +,20,var_0 counter_aux_0 +
3678,9 34 113,2,109 14 113,81,16,34,14,26,83,50,counter_var_0 var_1 +,51,var_0 counter_aux_0 +
3679,82 19 113,76,1 48 113,57,1,19,48,22,44,20,counter_var_0 var_1 +,101,var_0 counter_aux_0 +
3680,10 79 113,66,39 90 113,100,52,79,90,26,77,18,counter_var_0 var_1 +,64,var_0 counter_aux_0 +
3681,104 49 113,17,110 13 113,81,9,49,13,28,56,58,counter_var_0 var_1 +,24,var_0 counter_aux_0 +
3682,39 10 113,62,51 39 113,52,2,10,39,100,52,12,counter_var_0 var_1 +,104,var_0 counter_aux_0 +
3683,50 111 113,12,94 97 113,14,22,111,97,4,30,20,counter_var_0 var_1 +,44,var_0 counter_aux_0 +
3684,35 43 113,25,19 56 113,95,22,43,56,41,85,65,counter_var_0 var_1 +,67,var_0 counter_aux_0 +
3685,67 16 113,98,15 32 113,82,112,16,32,30,7,15,counter_var_0 var_1 +,89,var_0 counter_aux_0 +
3686,66 78 113,27,55 39 113,62,87,78,39,95,52,52,counter_var_0 var_1 +,1,var_0 counter_aux_0 +
3687,19 28 113,50,17 39 113,22,63,28,39,106,52,91,counter_var_0 var_1 +,74,var_0 counter_aux_0 +
3688,89 106 113,4,47 31 113,11,62,106,31,49,57,55,counter_var_0 var_1 +,68,var_0 counter_aux_0 +
3689,13 63 113,6,5 45 113,56,25,63,45,14,104,88,counter_var_0 var_1 +,47,var_0 counter_aux_0 +
3690,60 71 113,55,73 14 113,97,18,71,14,69,83,89,counter_var_0 var_1 +,67,var_0 counter_aux_0 +
3691,51 8 113,10,26 72 113,2,111,8,72,64,99,6,counter_var_0 var_1 +,101,var_0 counter_aux_0 +
3692,79 49 113,75,59 77 113,26,91,49,77,28,53,27,counter_var_0 var_1 +,79,var_0 counter_aux_0 +
3693,59 61 113,39,103 5 113,91,100,61,5,105,25,48,counter_var_0 var_1 +,3,var_0 counter_aux_0 +
3694,1 5 113,6,65 49 113,1,44,5,49,25,28,49,counter_var_0 var_1 +,29,var_0 counter_aux_0 +
3695,12 19 113,50,96 94 113,31,63,19,94,22,22,82,counter_var_0 var_1 +,53,var_0 counter_aux_0 +
3696,14 108 113,78,76 78 113,83,13,108,78,25,95,8,counter_var_0 var_1 +,65,var_0 counter_aux_0 +
3697,10 90 113,77,68 67 113,100,104,90,67,77,82,81,counter_var_0 var_1 +,69,var_0 counter_aux_0 +
3698,9 87 113,55,37 89 113,81,13,87,89,111,11,100,counter_var_0 var_1 +,92,var_0 counter_aux_0 +
3699,82 103 113,47,63 75 113,57,14,103,75,100,88,4,counter_var_0 var_1 +,32,var_0 counter_aux_0 +
3700,81 55 113,62,25 10 113,7,60,55,10,87,100,2,counter_var_0 var_1 +,107,var_0 counter_aux_0 +
3701,95 9 113,107,77 48 113,98,53,9,48,81,44,62,counter_var_0 var_1 +,29,var_0 counter_aux_0 +
3702,102 16 113,24,99 28 113,8,83,16,28,30,106,99,counter_var_0 var_1 +,1,var_0 counter_aux_0 +
3703,67 13 113,95,27 41 113,82,51,13,41,56,99,64,counter_var_0 var_1 +,68,var_0 counter_aux_0 +
3704,86 100 113,38,98 25 113,51,112,100,25,56,60,99,counter_var_0 var_1 +,111,var_0 counter_aux_0 +
3705,22 19 113,51,36 56 113,32,53,19,56,22,85,72,counter_var_0 var_1 +,4,var_0 counter_aux_0 +
3706,26 66 113,64,68 53 113,111,104,66,53,62,97,57,counter_var_0 var_1 +,95,var_0 counter_aux_0 +
3707,12 28 113,59,38 27 113,31,88,28,27,106,51,3,counter_var_0 var_1 +,82,var_0 counter_aux_0 +
3708,30 98 113,94,105 107 113,109,64,98,107,112,36,49,counter_var_0 var_1 +,32,var_0 counter_aux_0 +
3709,18 9 113,107,38 32 113,98,88,9,32,81,7,97,counter_var_0 var_1 +,105,var_0 counter_aux_0 +
3710,5 52 113,77,100 23 113,25,56,52,23,105,77,108,counter_var_0 var_1 +,102,var_0 counter_aux_0 +
3711,56 43 113,15,2 61 113,85,4,43,61,41,105,47,counter_var_0 var_1 +,77,var_0 counter_aux_0 +
3712,41 68 113,54,55 53 113,99,87,68,53,104,97,42,counter_var_0 var_1 +,83,var_0 counter_aux_0 +
3713,35 1 113,96,34 2 113,95,26,1,2,1,4,27,counter_var_0 var_1 +,99,var_0 counter_aux_0 +
3714,75 72 113,47,85 29 113,88,106,72,29,99,50,65,counter_var_0 var_1 +,25,var_0 counter_aux_0 +
3715,56 4 113,89,107 48 113,85,36,4,48,16,44,40,counter_var_0 var_1 +,16,var_0 counter_aux_0 +
3716,86 53 113,104,3 46 113,51,9,53,46,97,82,62,counter_var_0 var_1 +,20,var_0 counter_aux_0 +
3717,90 85 113,49,95 45 113,77,98,85,45,106,104,70,counter_var_0 var_1 +,68,var_0 counter_aux_0 +
3718,31 107 113,51,0 91 113,57,0,107,91,36,32,107,counter_var_0 var_1 +,89,var_0 counter_aux_0 +
3719,89 83 113,94,23 27 113,11,77,83,27,109,51,47,counter_var_0 var_1 +,62,var_0 counter_aux_0 +
3720,53 82 113,66,91 62 113,97,32,82,62,57,2,1,counter_var_0 var_1 +,99,var_0 counter_aux_0 +
3721,85 95 113,88,56 1 113,106,85,95,1,98,1,67,counter_var_0 var_1 +,107,var_0 counter_aux_0 +
3722,85 35 113,28,105 58 113,106,64,35,58,95,87,99,counter_var_0 var_1 +,80,var_0 counter_aux_0 +
3723,55 69 113,43,88 6 113,87,60,69,6,15,36,16,counter_var_0 var_1 +,10,var_0 counter_aux_0 +
3724,49 9 113,37,52 43 113,28,105,9,43,81,41,1,counter_var_0 var_1 +,69,var_0 counter_aux_0 +
3725,5 87 113,112,61 44 113,25,105,87,44,111,15,79,counter_var_0 var_1 +,40,var_0 counter_aux_0 +
3726,6 60 113,96,29 33 113,36,50,60,33,97,72,110,counter_var_0 var_1 +,108,var_0 counter_aux_0 +
3727,82 40 113,97,84 94 113,57,50,40,94,18,22,90,counter_var_0 var_1 +,79,var_0 counter_aux_0 +
3728,2 93 113,97,8 20 113,4,64,93,20,61,61,44,counter_var_0 var_1 +,65,var_0 counter_aux_0 +
3729,95 44 113,29,21 27 113,98,102,44,27,15,51,33,counter_var_0 var_1 +,36,var_0 counter_aux_0 +
3730,9 44 113,12,49 61 113,81,28,44,61,15,105,72,counter_var_0 var_1 +,73,var_0 counter_aux_0 +
3731,13 42 113,98,110 91 113,56,9,42,91,69,32,51,counter_var_0 var_1 +,88,var_0 counter_aux_0 +
3732,26 65 113,63,86 73 113,111,51,65,73,44,18,3,counter_var_0 var_1 +,16,var_0 counter_aux_0 +
3733,53 84 113,68,6 58 113,97,36,84,58,50,87,7,counter_var_0 var_1 +,71,var_0 counter_aux_0 +
3734,65 105 113,36,20 24 113,44,61,105,24,64,11,53,counter_var_0 var_1 +,55,var_0 counter_aux_0 +
3735,53 60 113,44,35 12 113,97,95,60,12,97,31,42,counter_var_0 var_1 +,15,var_0 counter_aux_0 +
3736,39 27 113,79,4 68 113,52,16,27,68,51,104,43,counter_var_0 var_1 +,43,var_0 counter_aux_0 +
3737,52 90 113,82,30 59 113,105,109,90,59,77,91,86,counter_var_0 var_1 +,83,var_0 counter_aux_0 +
3738,83 47 113,43,97 42 113,109,30,47,42,62,69,77,counter_var_0 var_1 +,65,var_0 counter_aux_0 +
3739,80 111 113,70,92 91 113,72,102,111,91,4,32,100,counter_var_0 var_1 +,104,var_0 counter_aux_0 +
3740,111 103 113,107,47 57 113,4,62,103,57,100,85,52,counter_var_0 var_1 +,89,var_0 counter_aux_0 +
3741,99 2 113,85,37 86 113,83,13,2,86,4,51,15,counter_var_0 var_1 +,21,var_0 counter_aux_0 +
3742,32 104 113,111,32 59 113,7,7,104,59,81,91,111,counter_var_0 var_1 +,98,var_0 counter_aux_0 +
3743,112 50 113,51,85 31 113,1,106,50,31,14,57,43,counter_var_0 var_1 +,58,var_0 counter_aux_0 +
3744,78 8 113,103,78 87 113,95,95,8,87,64,111,103,counter_var_0 var_1 +,93,var_0 counter_aux_0 +
3745,8 34 113,98,70 99 113,64,41,34,99,26,83,75,counter_var_0 var_1 +,34,var_0 counter_aux_0 +
3746,61 82 113,74,76 45 113,105,13,82,45,57,104,95,counter_var_0 var_1 +,96,var_0 counter_aux_0 +
3747,22 87 113,6,7 30 113,32,49,87,30,111,109,23,counter_var_0 var_1 +,28,var_0 counter_aux_0 +
3748,109 9 113,25,66 53 113,16,62,9,53,81,97,71,counter_var_0 var_1 +,0,var_0 counter_aux_0 +
3749,48 6 113,50,75 105 113,44,88,6,105,36,64,94,counter_var_0 var_1 +,108,var_0 counter_aux_0 +
3750,40 16 113,34,86 60 113,18,51,16,60,30,97,67,counter_var_0 var_1 +,2,var_0 counter_aux_0 +
3751,86 67 113,5,4 69 113,51,16,67,69,82,15,83,counter_var_0 var_1 +,66,var_0 counter_aux_0 +
3752,89 35 113,46,35 96 113,11,95,35,96,95,63,17,counter_var_0 var_1 +,74,var_0 counter_aux_0 +
3753,79 29 113,55,12 6 113,26,31,29,6,50,36,60,counter_var_0 var_1 +,62,var_0 counter_aux_0 +
3754,11 100 113,108,49 67 113,8,28,100,67,56,82,15,counter_var_0 var_1 +,90,var_0 counter_aux_0 +
3755,34 50 113,76,66 37 113,26,62,50,37,14,13,112,counter_var_0 var_1 +,39,var_0 counter_aux_0 +
3756,51 105 113,107,62 67 113,2,2,105,67,64,82,107,counter_var_0 var_1 +,84,var_0 counter_aux_0 +
3757,56 40 113,12,93 89 113,85,61,40,89,18,11,101,counter_var_0 var_1 +,96,var_0 counter_aux_0 +
3758,97 110 113,27,69 97 113,30,15,110,97,9,30,12,counter_var_0 var_1 +,60,var_0 counter_aux_0 +
3759,89 59 113,70,43 8 113,11,41,59,8,91,64,100,counter_var_0 var_1 +,75,var_0 counter_aux_0 +
3760,75 45 113,20,79 109 113,88,26,45,109,104,16,71,counter_var_0 var_1 +,104,var_0 counter_aux_0 +
3761,49 68 113,96,22 63 113,28,32,68,63,104,14,100,counter_var_0 var_1 +,42,var_0 counter_aux_0 +
3762,99 44 113,14,10 50 113,83,100,44,50,15,14,31,counter_var_0 var_1 +,97,var_0 counter_aux_0 +
3763,60 67 113,51,89 42 113,97,11,67,42,82,69,78,counter_var_0 var_1 +,53,var_0 counter_aux_0 +
3764,106 62 113,111,42 94 113,49,69,62,94,2,22,18,counter_var_0 var_1 +,71,var_0 counter_aux_0 +
3765,105 102 113,53,100 28 113,64,56,102,28,8,106,45,counter_var_0 var_1 +,57,var_0 counter_aux_0 +
3766,91 75 113,107,89 74 113,32,11,75,74,88,52,86,counter_var_0 var_1 +,84,var_0 counter_aux_0 +
3767,58 58 113,32,40 99 113,87,18,58,99,87,83,76,counter_var_0 var_1 +,57,var_0 counter_aux_0 +
3768,70 64 113,105,102 22 113,41,8,64,22,28,32,72,counter_var_0 var_1 +,73,var_0 counter_aux_0 +
3769,97 102 113,19,17 35 113,30,63,102,35,8,95,52,counter_var_0 var_1 +,12,var_0 counter_aux_0 +
3770,25 90 113,37,89 7 113,60,11,90,7,77,49,101,counter_var_0 var_1 +,109,var_0 counter_aux_0 +
3771,77 76 113,16,68 21 113,53,104,76,21,13,102,67,counter_var_0 var_1 +,42,var_0 counter_aux_0 +
3772,35 103 113,85,26 23 113,95,111,103,23,100,77,101,counter_var_0 var_1 +,59,var_0 counter_aux_0 +
